,Step,H_nhc,H_nhc1,H_nhc2
25800,1224000,-6416.884279999999,-17681.4844,18001.1699
26100,1233000,-6416.656739999999,-17787.7441,18009.082
26400,1242000,-6415.968260000001,-17905.8184,18176.0781
26700,1251000,-6416.32373,-17961.1348,18213.1973
27000,1260000,-6416.4834,-17889.6641,18108.2207
27300,1269000,-6415.74463,-18198.0508,18389.418
27600,1278000,-6415.115720000001,-18319.0703,18500.0488
27900,1287000,-6414.94141,-18320.5215,18595.5996
28200,1296000,-6413.66162,-18679.5469,18931.0156
28500,1305000,-6413.803220000001,-18560.6855,18823.6348
28800,1314000,-6414.12744,-18570.375,18839.334
29100,1323000,-6414.00781,-18532.0938,18841.5879
29400,1332000,-6413.43848,-18700.6602,18941.582
29700,1341000,-6412.8667,-18892.9805,19140.9297
30000,1350000,-6412.83008,-19027.4238,19263.1504
30300,1359000,-6412.5,-19183.3398,19319.8281
30600,1368000,-6411.521479999999,-19283.0156,19535.3711
30900,1377000,-6411.8374,-19298.7715,19459.6758
31200,1386000,-6410.62891,-19695.9922,19923.7109
31500,1395000,-6411.10205,-19610.1504,19825.8867
31800,1404000,-6411.1298799999995,-19671.4121,19784.1133
32100,1413000,-6409.944820000001,-19695.6074,19936.2129
32400,1422000,-6409.15723,-20029.748,20295.6699
32700,1431000,-6409.28906,-20163.1699,20423.9512
33000,1440000,-6409.60693,-19901.4883,20102.6406
33300,1449000,-6408.64404,-20141.709,20363.0527
33600,1458000,-6407.81055,-20384.5156,20614.6426
33900,1467000,-6408.7661100000005,-20303.623,20468.25
34200,1476000,-6407.43164,-20627.0273,20871.5332
34500,1485000,-6406.2002,-20866.9492,21150.7344
34800,1494000,-6407.319820000001,-20563.6504,20803.918
35100,1503000,-6406.55908,-20855.3145,21030.4609
35400,1512000,-6405.69287,-21091.2266,21377.3984
35700,1521000,-6404.75635,-21519.832,21712.7559
36000,1530000,-6404.31689,-21503.5156,21708.8887
36300,1539000,-6404.93311,-21477.7637,21677.2051
36600,1548000,-6403.38916,-21774.6816,22006.2715
36900,1557000,-6404.3335,-21646.209,21776.3125
37200,1566000,-6404.16309,-21668.125,21906.8008
37500,1575000,-6403.42676,-21795.9629,22063.4297
37800,1584000,-6403.91309,-21701.7305,21918.5215
38100,1593000,-6403.836429999999,-21575.4258,21793.0469
38400,1602000,-6403.75342,-21687.5449,21847.4531
38700,1611000,-6404.97461,-21199.8652,21492.877
39000,1620000,-6404.3418,-21438.0371,21700.1465
39300,1629000,-6404.00439,-21649.0664,21846.6348
39600,1638000,-6403.32617,-21839.7129,22116.6855
39900,1647000,-6402.694820000001,-22185.0645,22342.043
40200,1656000,-6401.7373,-22280.2031,22539.9277
40500,1665000,-6400.83789,-22471.0625,22721.8066
40800,1674000,-6400.16406,-22823.2207,23045.9863
41100,1683000,-6400.19824,-22754.4609,23021.0547
41400,1692000,-6399.69629,-23057.8242,23284.959
41700,1701000,-6398.85498,-23210.6953,23431.7012
42000,1710000,-6398.57666,-23330.9336,23506.0254
42300,1719000,-6396.81152,-23872.5527,24079.4785
42600,1728000,-6395.04443,-24362.3926,24630.4961
42900,1737000,-6395.16992,-24181.1992,24456.875
43200,1746000,-6394.678220000001,-24483.7832,24690.2148
43500,1755000,-6393.11377,-24826.4297,25142.7871
43800,1764000,-6393.2041,-24817.4824,25082.041
44100,1773000,-6394.21045,-24832.5703,25032.6055
44400,1782000,-6392.30127,-25208.627,25450.5527
44700,1791000,-6393.06787,-25114.5527,25306.6562
45000,1800000,-6392.62207,-25071.4785,25404.168
45300,1809000,-6391.86475,-25297.3926,25494.8594
45600,1818000,-6391.09717,-25675.582,25835.9531
45900,1827000,-6389.27295,-26096.332,26410.8516
46200,1836000,-6388.35205,-26486.2148,26690.0703
46500,1845000,-6387.812010000001,-26589.2715,26812.6836
46800,1854000,-6387.86133,-26650.7207,26800.7637
47100,1863000,-6386.62256,-26983.9082,27227.0605
47400,1872000,-6385.57812,-27296.8262,27556.8398
47700,1881000,-6385.98438,-27211.6191,27381.7793
48000,1890000,-6385.66748,-27195.7949,27454.8223
48300,1899000,-6386.17285,-27035.4277,27320.7734
48600,1908000,-6385.69141,-27177.0195,27420.7363
48900,1917000,-6386.8418,-26956.4902,27145.7988
49200,1926000,-6386.594239999999,-26805.7578,27196.0469
49500,1935000,-6385.8833,-27191.6426,27382.5234
49800,1944000,-6385.00537,-27545.8418,27712.3066
50100,1953000,-6384.43213,-27706.9746,27865.8535
50400,1962000,-6383.05859,-28105.5605,28336.9688
50700,1971000,-6384.43945,-27737.2734,27968.7988
51000,1980000,-6383.396970000001,-27911.1445,28139.6641
51300,1989000,-6384.27539,-27789.1699,27930.5098
51600,1998000,-6384.11084,-27839.4863,28078.1016
51900,2007000,-6383.93164,-27803.6289,28044.2246
52200,2016000,-6382.944820000001,-28010.6953,28245.4766
52500,2025000,-6383.82129,-27866.7305,28050.5918
52800,2034000,-6383.416020000001,-27904.9727,28075.7812
53100,2043000,-6383.062010000001,-27996.3301,28344.1055
53400,2052000,-6382.103520000001,-28353.6445,28620.2031
53700,2061000,-6382.18408,-28378.9688,28651.2598
54000,2070000,-6382.48193,-28419.0371,28534.1387
54300,2079000,-6381.90381,-28393.1055,28642.5762
54600,2088000,-6381.39062,-28487.832,28835.7812
54900,2097000,-6380.6626,-28803.2422,28983.1289
55200,2106000,-6379.54395,-29074.998,29400.2207
55500,2115000,-6378.8291,-29496.1797,29736.3477
55800,2124000,-6377.38965,-29720.1973,29998.2129
56100,2133000,-6377.916020000001,-29635.9004,29968.1602
56400,2142000,-6377.601070000001,-29780.9648,30021.8145
56700,2151000,-6377.74658,-29704.6387,29957.9375
57000,2160000,-6378.15869,-29571.2246,29895.5156
57300,2169000,-6378.33057,-29643.4062,29846.8164
57600,2178000,-6377.646970000001,-29699.7246,29961.418
57900,2187000,-6377.773929999999,-29664.5137,30011.0391
58200,2196000,-6377.93506,-29586.8125,29877.0859
58500,2205000,-6377.2666,-29894.3066,30103.1836
58800,2214000,-6376.66309,-30035.5625,30327.0254
59100,2223000,-6377.728520000001,-29607.4102,29905.123
59400,2232000,-6378.63135,-29603.7207,29731.9219
59700,2241000,-6377.69824,-29815.4941,30080.2168
60000,2250000,-6377.02588,-29751.2812,30064.6738
60300,2259000,-6377.60547,-29745.5879,30028.2422
60600,2268000,-6377.07617,-29837.1309,30101.1582
60900,2277000,-6376.97266,-30032.7539,30242.0176
61200,2286000,-6376.98926,-29938.9043,30251.7188
61500,2295000,-6376.75,-30115.5469,30323.1445
61800,2304000,-6375.625,-30304.6445,30610.5039
62100,2313000,-6375.2041,-30414.3789,30676.7266
62400,2322000,-6375.22949,-30451.1465,30730.3535
62700,2331000,-6373.88184,-30772.5957,30971.7754
63000,2340000,-6375.51025,-30317.3887,30613.2578
63300,2349000,-6376.08008,-30414.5195,30566.2324
63600,2358000,-6374.95068,-30659.3711,30839.5176
63900,2367000,-6373.82129,-30919.7246,31169.5332
64200,2376000,-6372.7338899999995,-31309.2148,31534.2188
64500,2385000,-6373.009279999999,-31253.3398,31510.002
64800,2394000,-6372.1333,-31342.5312,31656.8984
65100,2403000,-6369.97314,-32119.9844,32288.7539
65400,2412000,-6370.80127,-32023.0723,32179.1914
65700,2421000,-6370.33984,-31844.9941,32195.9453
66000,2430000,-6370.21875,-32057.3164,32276.6367
66300,2439000,-6369.50537,-32288.2617,32523.4102
66600,2448000,-6369.44336,-32375.9375,32615.1641
66900,2457000,-6368.38574,-32517.416,32777.9922
67200,2466000,-6368.31885,-32516.4395,32805.9414
67500,2475000,-6368.603520000001,-32454.4395,32751.8535
67800,2484000,-6367.52734,-32645.582,32949.6836
68100,2493000,-6366.83057,-33002.1484,33245.1211
68400,2502000,-6365.24756,-33520.1484,33852.9102
68700,2511000,-6365.54297,-33392.9297,33727.9648
69000,2520000,-6366.67188,-33156.7227,33378.4453
69300,2529000,-6366.74121,-33031.8633,33351.293
69600,2538000,-6365.52441,-33466.1016,33722.2188
69900,2547000,-6364.91895,-33658.6367,33906.418
70200,2556000,-6365.18945,-33515.0469,33774.9961
70500,2565000,-6364.55029,-33638.7383,33965.5742
70800,2574000,-6364.3877,-33782.2422,33995.0469
71100,2583000,-6365.07666,-33714.4531,34028.25
71400,2592000,-6364.94287,-33666.0898,33916.5078
71700,2601000,-6364.8877,-33672.1641,33984.8711
72000,2610000,-6364.83936,-33664.625,33950.7891
72300,2619000,-6364.30566,-33711.3438,34068.9609
72600,2628000,-6363.75635,-33920.6914,34195.0977
72900,2637000,-6362.8252,-34380.4375,34623.8086
73200,2646000,-6363.6499,-34119.7695,34344.7891
73500,2655000,-6363.25195,-34224.0156,34459.8008
73800,2664000,-6363.1826200000005,-34183.7227,34454.1758
74100,2673000,-6363.83545,-34085.4844,34391.9062
74400,2682000,-6362.74707,-34322.1641,34641.5742
74700,2691000,-6362.896479999999,-34231.1953,34509.0938
75000,2700000,-6362.865229999999,-34354.3359,34597.3555
75300,2709000,-6361.66797,-34672.0977,34898.0312
75600,2718000,-6361.13135,-34788.7109,35121.0938
75900,2727000,-6360.22412,-34955.8945,35326.2305
76200,2736000,-6359.75586,-35231.6562,35525.5664
76500,2745000,-6358.44531,-35585.9727,35909.6445
76800,2754000,-6357.41504,-36028.5469,36312.2617
77100,2763000,-6356.9502,-36246.082,36493.6953
77400,2772000,-6357.062989999999,-36205.8047,36410.4648
77700,2781000,-6356.47949,-36347.9492,36726.3086
78000,2790000,-6355.82373,-36634.9219,36896.7617
78300,2799000,-6354.19824,-36894.9414,37213.5156
78600,2808000,-6355.16016,-36741.2383,37008.1797
78900,2817000,-6354.20215,-36911.0898,37215.8711
79200,2826000,-6353.76709,-37280.793,37469.9492
79500,2835000,-6354.26904,-37208.0742,37390.1523
79800,2844000,-6353.571779999999,-37255.0078,37488.3555
80100,2853000,-6353.09131,-37193.5742,37504.8906
80400,2862000,-6351.80664,-37716.8516,38076.2383
80700,2871000,-6352.343260000001,-37598.0312,37859.4062
81000,2880000,-6351.90332,-37685.7734,37882.9414
81300,2889000,-6351.40479,-37872.5273,38093.8047
81600,2898000,-6351.30615,-37711.5,38074.9492
81900,2907000,-6351.28906,-37846.4609,38082.4844
82200,2916000,-6350.88672,-37952.2461,38214.7109
82500,2925000,-6350.02441,-38233.5156,38488.4219
82800,2934000,-6350.04541,-38229.543,38534.1836
83100,2943000,-6349.053220000001,-38531.5039,38773.207
83400,2952000,-6348.0986299999995,-38839.375,39143.5898
83700,2961000,-6348.6377,-38642.1523,38972.4961
84000,2970000,-6346.33203,-39160.0742,39515.2188
84300,2979000,-6347.8125,-39026.9141,39293.0234
84600,2988000,-6346.36182,-39256.4922,39607.8711
84900,2997000,-6345.819820000001,-39567.3906,39824.0977
85200,3006000,-6344.8418,-39797.457,40122.8125
85500,3015000,-6345.48242,-39656.2656,39942.8672
85800,3024000,-6345.04834,-39656.8164,39987.2188
86100,3033000,-6344.86279,-39897.0781,40139.1875
86400,3042000,-6344.68066,-39922.7852,40231.1367
86700,3051000,-6344.33252,-40062.1328,40326.2188
87000,3060000,-6344.71338,-39961.3945,40210.6172
87300,3069000,-6343.5293,-40332.0469,40599.5781
87600,3078000,-6341.81543,-40769.7812,41100.0977
87900,3087000,-6339.9834,-41270.1641,41646.5
88200,3096000,-6340.84033,-41060.6172,41423.4453
88500,3105000,-6340.30664,-41403.2422,41614.293
88800,3114000,-6339.30566,-41454.625,41735.1953
89100,3123000,-6339.104,-41623.2188,41914.793
89400,3132000,-6337.99805,-41958.0703,42201.4258
89700,3141000,-6337.91992,-42027.8945,42342.2695
90000,3150000,-6338.32715,-41989.2344,42262.5352
90300,3159000,-6338.8286100000005,-41818.1641,42068.4141
90600,3168000,-6338.53955,-41754.3086,42076.9609
90900,3177000,-6338.476070000001,-41846.0156,42164.8086
91200,3186000,-6338.70508,-41762.7812,42042.7852
91500,3195000,-6337.70654,-42160.7031,42422.1484
91800,3204000,-6337.67676,-42021.7266,42302.6836
92100,3213000,-6338.115720000001,-42062.4102,42298.1133
92400,3222000,-6338.27246,-41945.8945,42239.4648
92700,3231000,-6337.446779999999,-42151.6055,42387.1992
93000,3240000,-6337.78223,-42039.5234,42334.7617
93300,3249000,-6336.25781,-42408.043,42700.5977
93600,3258000,-6335.2959,-42671.457,42977.4297
93900,3267000,-6335.57959,-42744.0625,43001.5352
94200,3276000,-6335.80957,-42642.8008,42912.5859
94500,3285000,-6334.9248,-42779.9023,43068.0898
94800,3294000,-6335.9165,-42617.5898,42798.0352
95100,3303000,-6334.978520000001,-42654.8789,42999.2031
95400,3312000,-6335.91992,-42630.4961,42883.2539
95700,3321000,-6336.10693,-42518.9727,42828.2656
96000,3330000,-6337.00781,-42331.0352,42604.2344
96300,3339000,-6336.98193,-42301.5781,42602.4102
96600,3348000,-6334.898929999999,-42937.1914,43242.1484
96900,3357000,-6333.875,-43227.9688,43503.9375
97200,3366000,-6333.00098,-43449.5547,43736.7695
97500,3375000,-6332.29248,-43679.0898,43976.3047
97800,3384000,-6332.10938,-43613.6953,44000.0391
98100,3393000,-6331.4917,-44083.4102,44349.6016
98400,3402000,-6330.91797,-44076.9727,44387.9336
98700,3411000,-6331.67969,-43885.5273,44174.6211
99000,3420000,-6332.42285,-43711.2656,43938.6211
99300,3429000,-6332.40088,-43813.8906,44059.6289
99600,3438000,-6333.41992,-43341.2695,43640.125
99900,3447000,-6333.51953,-43284.5625,43600.9844
100200,3456000,-6331.76123,-43824.0391,44156.9727
100500,3465000,-6331.26807,-44085.1016,44330.3633
100800,3474000,-6331.4838899999995,-43927.4297,44195.6992
101100,3483000,-6330.66162,-44175.5039,44587.2617
101400,3492000,-6331.38525,-44180.2266,44375.2305
101700,3501000,-6331.038570000001,-44182.1172,44415.4336
102000,3510000,-6330.3667,-44330.5,44657.7344
102300,3519000,-6331.33545,-43858.1641,44244.3438
102600,3528000,-6332.51855,-43648.5352,43927.2266
102900,3537000,-6333.36328,-43469.7891,43745.5742
103200,3546000,-6331.99219,-43813.6016,44121.1367
103500,3555000,-6331.469239999999,-44001.9453,44295.9297
103800,3564000,-6331.55127,-43978.6523,44375.7617
104100,3573000,-6331.45508,-43993.5469,44361.1797
104400,3582000,-6330.26758,-44129.1094,44522.2852
104700,3591000,-6329.969239999999,-44466.2461,44781.0156
105000,3600000,-6328.992679999999,-44660.5859,45056.8945
105300,3609000,-6327.49609,-45250.2344,45544.6875
105600,3618000,-6326.91162,-45383.082,45675.4727
105900,3627000,-6326.96094,-45491.6875,45777.4922
106200,3636000,-6326.45801,-45697.1094,45938.1172
106500,3645000,-6325.21045,-45962.3438,46291.1055
106800,3654000,-6324.44385,-45988.7773,46394.2773
107100,3663000,-6322.89209,-46586.1445,46909.1562
107400,3672000,-6323.75439,-46391.8086,46718.3633
107700,3681000,-6324.228520000001,-46109.1914,46459.832
108000,3690000,-6324.42725,-46241.1523,46544.5273
108300,3699000,-6322.53467,-46837.168,47118.3867
108600,3708000,-6322.023929999999,-46881.8945,47192.5547
108900,3717000,-6321.500489999999,-47180.1797,47477.0078
109200,3726000,-6321.32568,-47098.0664,47419.7617
109500,3735000,-6320.8276399999995,-47289.4609,47593.0977
109800,3744000,-6320.24805,-47573.6797,47892.4141
110100,3753000,-6320.51123,-47338.1719,47623.0781
110400,3762000,-6320.7915,-47242.1602,47568.5234
110700,3771000,-6319.77588,-47620.8477,47999.4922
111000,3780000,-6319.54346,-47732.6445,48067.2227
111300,3789000,-6319.4917,-47764.9023,48037.2539
111600,3798000,-6319.09717,-47671.832,48064.0
111900,3807000,-6318.28369,-48098.9688,48390.5312
112200,3816000,-6318.7334,-47945.2578,48276.6328
112500,3825000,-6316.89453,-48459.3281,48814.0508
112800,3834000,-6317.76709,-48333.918,48655.1133
113100,3843000,-6316.15479,-48595.5586,48962.1172
113400,3852000,-6315.77002,-48749.6562,49101.8672
113700,3861000,-6315.91748,-48648.3984,49077.793
114000,3870000,-6316.61719,-48788.7656,49006.2773
114300,3879000,-6315.124510000001,-49116.832,49371.918
114600,3888000,-6313.89941,-49393.5859,49735.6758
114900,3897000,-6313.447270000001,-49580.4414,49951.8125
115200,3906000,-6313.124510000001,-49677.0273,49985.2734
115500,3915000,-6311.99121,-50094.8906,50375.5156
115800,3924000,-6310.76709,-50373.6406,50672.3125
116100,3933000,-6310.437010000001,-50493.4688,50818.3281
116400,3942000,-6310.59619,-50440.2266,50802.1836
116700,3951000,-6310.02881,-50485.5742,50923.1016
117000,3960000,-6310.55469,-50418.8438,50749.0039
117300,3969000,-6311.0835,-50267.7891,50672.668
117600,3978000,-6311.98047,-50258.1211,50545.6836
117900,3987000,-6311.03027,-50270.2188,50600.5078
118200,3996000,-6311.33057,-50252.3047,50485.9375
118500,4005000,-6311.40967,-50374.9883,50686.5352
118800,4014000,-6310.36035,-50418.1875,50799.3789
119100,4023000,-6311.646970000001,-50127.5391,50456.3984
119400,4032000,-6311.43604,-50208.1055,50552.1758
119700,4041000,-6311.47705,-50196.9336,50585.6953
120000,4050000,-6311.3388700000005,-50099.1016,50513.8125
120300,4059000,-6311.03516,-50420.1562,50746.9102
120600,4068000,-6311.05664,-50335.6406,50772.3867
120900,4077000,-6311.7651399999995,-50193.5039,50472.2383
121200,4086000,-6312.35596,-49923.7188,50245.582
121500,4095000,-6311.45703,-50154.2695,50518.2344
121800,4104000,-6312.65381,-49889.0234,50256.543
122100,4113000,-6313.257320000001,-49690.6641,50022.4492
122400,4122000,-6313.33203,-49622.0078,49912.6953
122700,4131000,-6313.86816,-49470.4961,49806.043
123000,4140000,-6312.8457,-49846.3477,50142.7656
123300,4149000,-6311.56543,-50075.1016,50400.9258
123600,4158000,-6312.47412,-49961.2188,50312.8359
123900,4167000,-6312.19043,-50056.1016,50352.0
124200,4176000,-6312.40088,-50033.5898,50319.5195
124500,4185000,-6311.97949,-50046.9453,50398.0586
124800,4194000,-6313.04932,-49686.3047,50031.8945
125100,4203000,-6313.1875,-49784.0391,50119.625
125400,4212000,-6310.68848,-50374.3008,50695.7148
125700,4221000,-6310.3701200000005,-50487.1055,50814.5234
126000,4230000,-6308.23535,-51206.5234,51567.207
126300,4239000,-6307.63281,-51483.1875,51799.082
126600,4248000,-6307.0625,-51558.6992,51927.8867
126900,4257000,-6306.9209,-51635.9453,51971.0
127200,4266000,-6306.52051,-51780.9531,52142.4219
127500,4275000,-6306.4213899999995,-51855.207,52191.1133
127800,4284000,-6307.05371,-51737.3633,52013.6328
128100,4293000,-6306.59375,-51671.375,52007.168
128400,4302000,-6307.7002,-51522.5898,51772.1289
128700,4311000,-6307.65381,-51409.9648,51732.5039
129000,4320000,-6309.05957,-51153.832,51297.6211
129300,4329000,-6309.509279999999,-50848.6875,51241.125
129600,4338000,-6308.94141,-51137.3359,51407.1484
129900,4347000,-6309.19629,-51154.8203,51363.7695
130200,4356000,-6307.790529999999,-51541.0078,51888.6523
130500,4365000,-6306.70605,-51783.7578,52045.5078
130800,4374000,-6306.90625,-51700.0938,52048.875
131100,4383000,-6307.81836,-51483.9297,51750.9492
131400,4392000,-6308.14355,-51440.9766,51689.9062
131700,4401000,-6307.67529,-51448.7852,51788.1836
132000,4410000,-6306.81152,-51639.7656,52034.4375
132300,4419000,-6307.65527,-51511.1016,51833.375
132600,4428000,-6306.41748,-51869.5938,52187.3594
132900,4437000,-6307.30469,-51625.8594,51965.1367
133200,4446000,-6307.61426,-51541.2773,51749.2227
133500,4455000,-6306.990720000001,-51606.9102,52015.4375
133800,4464000,-6307.13037,-51503.793,51812.9375
134100,4473000,-6308.52344,-51314.3594,51561.1406
134400,4482000,-6307.10596,-51501.0781,51840.0
134700,4491000,-6306.83789,-51639.8594,51979.8516
135000,4500000,-6307.30225,-51693.9219,52048.1133
135300,4509000,-6306.219239999999,-52039.9727,52258.0547
135600,4518000,-6306.6001,-51907.5,52191.2344
135900,4527000,-6306.5083,-51953.3008,52255.6289
136200,4536000,-6304.98779,-52274.8633,52603.6172
136500,4545000,-6304.25293,-52469.3008,52813.2969
136800,4554000,-6305.0957,-52186.8828,52557.375
137100,4563000,-6306.05371,-51944.5234,52254.2383
137400,4572000,-6305.6416,-51998.1094,52350.3086
137700,4581000,-6307.07129,-51811.3359,52099.0078
138000,4590000,-6306.02539,-51980.8711,52229.043
138300,4599000,-6306.85205,-51755.1953,51988.8203
138600,4608000,-6305.87744,-51961.7109,52300.4727
