,Step,H_nhc,H_nhc1,H_nhc2
139200,3084000,-6101.44873,-50114.1133,50669.3633
139500,3090000,-6100.007320000001,-50284.1055,50895.0977
139800,3096000,-6099.64062,-50417.3242,50934.8828
140100,3102000,-6100.46631,-50414.8789,50990.5078
140400,3108000,-6099.36279,-50407.1992,50923.6289
140700,3114000,-6099.9624,-50418.2031,50920.3906
141000,3120000,-6097.69043,-50589.8555,51128.3594
141300,3126000,-6098.47559,-50592.1055,51084.5234
141600,3132000,-6096.93506,-50775.8359,51309.6875
141900,3138000,-6097.00342,-50775.5664,51338.7422
142200,3144000,-6096.509279999999,-50816.4219,51340.2109
142500,3150000,-6095.1826200000005,-50799.9688,51406.1016
142800,3156000,-6097.91064,-50598.8672,51243.3438
143100,3162000,-6100.22412,-50397.4648,50914.082
143400,3168000,-6102.0576200000005,-50198.4883,50713.5859
143700,3174000,-6103.62939,-50092.2656,50470.875
144000,3180000,-6104.48438,-49758.3086,50229.8203
144300,3186000,-6103.14795,-50046.7969,50596.9961
144600,3192000,-6099.58105,-50301.2852,50868.6914
144900,3198000,-6098.788570000001,-50430.4453,51050.668
145200,3204000,-6097.84619,-50594.1523,51219.5625
145500,3210000,-6097.64355,-50591.7422,51151.1016
145800,3216000,-6097.81348,-50604.2578,51180.4219
146100,3222000,-6098.48438,-50531.832,51068.0156
146400,3228000,-6098.93994,-50538.4375,51078.9961
146700,3234000,-6100.021970000001,-50351.6758,50902.2617
147000,3240000,-6097.09766,-50539.6836,51194.7617
147300,3246000,-6098.44775,-50401.125,50975.9922
147600,3252000,-6098.58203,-50586.7617,51088.2656
147900,3258000,-6098.34277,-50543.8477,51074.7812
148200,3264000,-6096.66699,-50610.9844,51262.9531
148500,3270000,-6098.697270000001,-50485.375,51038.6836
148800,3276000,-6098.78564,-50557.9062,51095.6602
149100,3282000,-6100.02246,-50396.375,50884.4727
149400,3288000,-6099.9873,-50345.3008,50866.7734
149700,3294000,-6099.7666,-50468.75,50987.0508
150000,3300000,-6097.86426,-50634.8047,51174.75
150300,3306000,-6097.49805,-50560.2383,51234.9375
150600,3312000,-6096.99707,-50663.1055,51197.6758
150900,3318000,-6100.584470000001,-50390.168,50926.6289
151200,3324000,-6099.43359,-50434.6367,51004.8633
151500,3330000,-6100.42334,-50241.9062,50932.7031
151800,3336000,-6097.47998,-50587.3945,51151.6836
152100,3342000,-6099.07471,-50461.9492,51031.832
152400,3348000,-6099.43164,-50298.1562,50830.2852
152700,3354000,-6099.16699,-50362.1641,50962.2656
153000,3360000,-6098.479,-50447.707,51048.0664
153300,3366000,-6099.0463899999995,-50437.6484,51016.4688
153600,3372000,-6096.60205,-50741.0859,51310.6953
153900,3378000,-6097.49707,-50593.0898,51199.2852
154200,3384000,-6096.71045,-50715.6992,51290.3047
154500,3390000,-6098.99219,-50368.0,51062.4609
154800,3396000,-6102.35693,-50034.0469,50510.625
155100,3402000,-6101.30078,-50273.5,50783.2266
155400,3408000,-6099.8335,-50427.0312,50970.6445
155700,3414000,-6100.64062,-50282.7188,50830.082
156000,3420000,-6102.4624,-50033.5273,50653.4688
156300,3426000,-6099.70801,-50374.832,50948.9297
156600,3432000,-6100.833979999999,-50374.4492,50851.9062
156900,3438000,-6100.5835,-50194.7109,50789.5938
157200,3444000,-6099.115229999999,-50400.8828,51073.2266
157500,3450000,-6099.53564,-50403.4023,50975.2695
157800,3456000,-6101.000489999999,-50330.6289,50806.9531
158100,3462000,-6102.3418,-50153.0273,50682.918
158400,3468000,-6099.92578,-50232.9883,50867.0
158700,3474000,-6098.280760000001,-50603.7461,51163.4648
159000,3480000,-6099.28516,-50563.7422,51068.6055
159300,3486000,-6099.43164,-50510.4648,51089.7383
159600,3492000,-6096.6499,-50548.3867,51339.4414
159900,3498000,-6097.16504,-50756.5039,51346.2773
160200,3504000,-6098.37109,-50496.2969,51082.457
160500,3510000,-6099.84375,-50439.7227,51010.7383
160800,3516000,-6097.83252,-50601.168,51132.6211
161100,3522000,-6097.617679999999,-50561.7383,51157.3281
161400,3528000,-6098.875,-50492.2656,51163.0039
161700,3534000,-6098.069820000001,-50508.8828,51078.6523
162000,3540000,-6099.84033,-50311.793,50920.0352
162300,3546000,-6101.57666,-50186.7891,50732.25
162600,3552000,-6102.48584,-49964.1797,50582.4258
162900,3558000,-6103.79932,-49818.2344,50410.5625
163200,3564000,-6104.14453,-49857.3984,50415.1211
163500,3570000,-6102.50537,-50029.4414,50580.7227
163800,3576000,-6100.61328,-50367.8477,50836.1719
164100,3582000,-6099.56934,-50450.832,51011.4102
164400,3588000,-6101.7373,-50311.5352,50771.8398
164700,3594000,-6098.64404,-50368.0,51041.7852
165000,3600000,-6097.92969,-50539.3945,51151.5586
165300,3606000,-6098.55225,-50551.4727,51168.1953
165600,3612000,-6097.47021,-50823.0156,51360.1289
165900,3618000,-6098.6826200000005,-50711.3164,51237.0352
166200,3624000,-6095.54395,-50929.4688,51524.543
166500,3630000,-6094.40283,-50999.3008,51626.3281
166800,3636000,-6097.26074,-50828.0117,51380.5664
167100,3642000,-6099.115720000001,-50524.5898,51071.1016
167400,3648000,-6096.8388700000005,-50721.5273,51355.3125
167700,3654000,-6098.12207,-50710.4102,51263.8906
168000,3660000,-6098.90186,-50570.9062,51092.6914
168300,3666000,-6100.97949,-50381.4922,50802.1836
168600,3672000,-6100.44189,-50393.2578,50963.9102
168900,3678000,-6097.33057,-50667.6133,51275.0312
169200,3684000,-6098.08936,-50720.9883,51249.7188
169500,3690000,-6097.19971,-50847.457,51385.5977
169800,3696000,-6098.76709,-50622.3867,51167.0
170100,3702000,-6100.12598,-50522.4102,51044.0117
170400,3708000,-6098.4707,-50671.0117,51237.9219
170700,3714000,-6098.92676,-50551.793,51094.8359
171000,3720000,-6100.84082,-50432.332,51013.3008
171300,3726000,-6099.59473,-50414.9883,51065.8203
171600,3732000,-6099.77051,-50410.7109,50952.4609
171900,3738000,-6099.35547,-50452.6953,51016.5
172200,3744000,-6098.76562,-50421.668,51007.8281
172500,3750000,-6099.26904,-50691.3047,51153.3555
172800,3756000,-6096.961429999999,-50680.6602,51242.8906
173100,3762000,-6096.72656,-50677.6875,51335.6602
173400,3768000,-6098.7417,-50707.3242,51131.4727
173700,3774000,-6098.59668,-50687.5547,51166.5938
174000,3780000,-6099.58789,-50575.9023,51116.6055
174300,3786000,-6099.50391,-50459.1211,51024.2148
174600,3792000,-6100.51465,-50343.9453,50947.6914
174900,3798000,-6098.9668,-50388.0352,51044.7344
175200,3804000,-6098.05127,-50641.3906,51131.2422
175500,3810000,-6099.79785,-50423.332,50942.0469
175800,3816000,-6100.80176,-50453.332,50926.7969
176100,3822000,-6097.96338,-50724.8242,51339.8438
176400,3828000,-6095.648929999999,-51024.2969,51584.2617
176700,3834000,-6098.92041,-50644.7812,51184.793
177000,3840000,-6096.40186,-50943.2383,51510.6406
177300,3846000,-6098.54932,-50607.0078,51179.0312
177600,3852000,-6096.39404,-50910.9492,51361.4219
177900,3858000,-6096.615229999999,-50954.6797,51425.9531
178200,3864000,-6097.0332,-50802.7852,51384.6875
178500,3870000,-6097.52881,-50803.0703,51327.2109
178800,3876000,-6097.5415,-50732.0312,51272.3359
179100,3882000,-6097.990229999999,-50744.6094,51327.2578
179400,3888000,-6095.84814,-51067.9375,51590.9531
179700,3894000,-6096.63086,-50955.0391,51484.2266
180000,3900000,-6095.73438,-50923.3828,51545.9453
180300,3906000,-6097.4458,-50654.5352,51243.8906
180600,3912000,-6099.25195,-50623.1914,51088.668
180900,3918000,-6097.54443,-50671.7109,51272.0977
181200,3924000,-6098.35254,-50727.5156,51228.4688
181500,3930000,-6098.165529999999,-50658.543,51251.1797
181800,3936000,-6100.773929999999,-50463.5391,51019.0742
182100,3942000,-6099.5542,-50640.5703,51163.2969
182400,3948000,-6099.34131,-50644.543,51111.9531
182700,3954000,-6097.687010000001,-50835.7148,51327.543
183000,3960000,-6095.15381,-51083.125,51639.6992
183300,3966000,-6095.53027,-50988.8398,51540.3945
183600,3972000,-6097.80713,-50815.7148,51423.5156
183900,3978000,-6097.06445,-50850.9688,51381.6133
184200,3984000,-6097.90039,-50753.1289,51281.1016
184500,3990000,-6097.93848,-50755.9922,51324.3594
184800,3996000,-6099.37158,-50556.6562,51125.4531
185100,4002000,-6096.874510000001,-50915.543,51444.5781
185400,4008000,-6098.62305,-50816.1953,51278.5391
185700,4014000,-6098.51367,-50744.8984,51294.7891
186000,4020000,-6098.65723,-50450.918,51132.0078
186300,4026000,-6099.13867,-50622.0938,51202.125
186600,4032000,-6098.62061,-50695.5898,51344.5508
186900,4038000,-6100.509279999999,-50590.5,51060.7109
187200,4044000,-6098.48535,-50505.7812,51203.5977
187500,4050000,-6100.42432,-50513.6875,51063.0156
187800,4056000,-6099.44336,-50571.1094,51122.9062
188100,4062000,-6097.02734,-50891.3828,51393.1016
188400,4068000,-6099.38281,-50744.0508,51243.2617
188700,4074000,-6098.69873,-50616.2734,51237.3984
189000,4080000,-6098.33838,-50758.0898,51311.0703
189300,4086000,-6097.39404,-50784.6914,51400.0312
189600,4092000,-6097.04492,-50775.8047,51346.3281
189900,4098000,-6098.34619,-50613.1562,51212.8594
190200,4104000,-6100.447270000001,-50473.7695,50974.3906
190500,4110000,-6098.70654,-50621.2188,51187.2461
190800,4116000,-6101.97461,-50403.4766,50899.8789
191100,4122000,-6098.91846,-50549.3047,51115.0
191400,4128000,-6099.99902,-50498.7422,51069.832
191700,4134000,-6096.834470000001,-50821.1758,51427.168
192000,4140000,-6097.23096,-50697.8633,51336.3281
192300,4146000,-6096.4848600000005,-51026.7031,51649.9375
192600,4152000,-6096.45166,-50870.6328,51457.7344
192900,4158000,-6097.30225,-50916.2031,51500.1641
193200,4164000,-6098.906739999999,-50693.8789,51216.25
193500,4170000,-6102.07617,-50388.4961,50892.4336
193800,4176000,-6101.17725,-50318.2656,50874.8086
194100,4182000,-6099.98096,-50496.0625,51130.3281
194400,4188000,-6100.00293,-50686.5156,51148.5859
194700,4194000,-6099.41699,-50757.1289,51254.7969
195000,4200000,-6099.52832,-50650.1055,51141.3711
195300,4206000,-6097.6958,-50973.668,51424.5703
195600,4212000,-6100.33594,-50554.3477,51107.6094
195900,4218000,-6099.617679999999,-50716.543,51186.6367
196200,4224000,-6100.1665,-50460.1523,51025.5586
196500,4230000,-6098.083979999999,-50676.4922,51319.2812
196800,4236000,-6098.70166,-50777.3438,51290.9297
197100,4242000,-6100.93945,-50364.7148,50967.1367
197400,4248000,-6099.17676,-50594.0977,51105.0898
197700,4254000,-6098.93066,-50659.2109,51192.9414
198000,4260000,-6096.81104,-51010.4609,51486.1758
198300,4266000,-6100.78467,-50505.457,51050.6602
198600,4272000,-6099.63184,-50611.7266,51157.4297
198900,4278000,-6100.21045,-50551.3906,51044.2812
199200,4284000,-6098.73047,-50737.7422,51286.0664
199500,4290000,-6097.95605,-50779.1953,51369.5664
199800,4296000,-6096.66211,-51024.3438,51505.457
200100,4302000,-6098.288570000001,-50817.0234,51380.8242
200400,4308000,-6098.08105,-50814.5156,51419.5039
200700,4314000,-6099.3623,-50746.7188,51209.3828
201000,4320000,-6098.74414,-50734.0,51219.0664
201300,4326000,-6099.00342,-50493.5898,51109.6562
201600,4332000,-6100.656739999999,-50324.0156,50884.8086
201900,4338000,-6101.13916,-50296.5469,50834.3047
202200,4344000,-6099.89404,-50517.5078,51081.3555
202500,4350000,-6101.84229,-50416.2812,50965.1875
202800,4356000,-6098.51318,-50701.1211,51255.1367
203100,4362000,-6101.0708,-50585.3203,51026.8672
203400,4368000,-6101.26953,-50337.4258,50937.7461
203700,4374000,-6098.27051,-50733.2109,51283.6797
204000,4380000,-6097.916020000001,-50885.168,51421.6953
204300,4386000,-6097.92285,-50819.293,51338.9531
204600,4392000,-6097.1923799999995,-50793.0664,51292.918
204900,4398000,-6096.624510000001,-51037.3672,51599.9336
205200,4404000,-6092.88281,-51130.082,51785.6719
205500,4410000,-6096.43896,-50910.7656,51490.1094
205800,4416000,-6098.01318,-50783.1875,51317.8047
206100,4422000,-6100.63623,-50416.1602,50972.2422
206400,4428000,-6099.06885,-50626.3711,51090.3945
206700,4434000,-6100.45459,-50480.4023,50941.5391
207000,4440000,-6099.91016,-50489.8398,51088.3438
207300,4446000,-6099.384770000001,-50618.8633,51187.7422
207600,4452000,-6098.4834,-50651.9648,51227.9961
207900,4458000,-6097.38965,-50963.7969,51521.668
208200,4464000,-6099.38135,-50657.7617,51102.332
208500,4470000,-6098.8457,-50661.9375,51159.9297
208800,4476000,-6098.0786100000005,-50716.8633,51275.0898
209100,4482000,-6099.28809,-50729.2031,51168.5469
209400,4488000,-6096.30176,-50885.7305,51474.4922
209700,4494000,-6099.257320000001,-50644.0469,51219.5586
210000,4500000,-6099.646,-50666.6875,51142.8867
210300,4506000,-6099.18213,-50582.3555,51124.25
210600,4512000,-6098.430179999999,-50695.6758,51215.2031
210900,4518000,-6099.1416,-50587.8672,51135.6094
211200,4524000,-6098.615720000001,-50667.1758,51232.7695
211500,4530000,-6097.26855,-50857.8555,51449.4453
211800,4536000,-6099.19873,-50609.3242,51166.3047
212100,4542000,-6099.71875,-50372.8359,50967.2148
212400,4548000,-6102.88525,-50025.3711,50651.0078
212700,4554000,-6103.58496,-49984.5703,50536.1406
213000,4560000,-6105.77783,-49735.0469,50278.6016
213300,4566000,-6104.55664,-49796.082,50308.0312
213600,4572000,-6104.728029999999,-50120.4258,50557.4023
213900,4578000,-6102.55713,-50151.8789,50653.6211
214200,4584000,-6103.32275,-50119.3594,50599.5391
214500,4590000,-6100.7334,-50302.1562,50829.2188
214800,4596000,-6098.77539,-50567.5508,51209.4297
215100,4602000,-6100.12793,-50487.0391,51028.4961
215400,4608000,-6101.62061,-50222.4141,50803.0312
215700,4614000,-6100.46484,-50416.3555,50989.0078
216000,4620000,-6098.99414,-50746.5586,51219.1445
216300,4626000,-6097.21094,-50777.1992,51318.2422
216600,4632000,-6100.39258,-50343.6328,50922.0039
216900,4638000,-6100.63818,-50524.0117,50964.1992
217200,4644000,-6103.2417,-50166.5625,50690.043
217500,4650000,-6103.1098600000005,-50239.875,50757.4492
217800,4656000,-6100.53564,-50379.5195,50889.9609
218100,4662000,-6104.75879,-50067.8555,50582.5234
218400,4668000,-6101.896479999999,-50296.7227,50808.6914
218700,4674000,-6103.0708,-50020.6562,50578.1523
219000,4680000,-6102.11133,-50185.0117,50675.2812
219300,4686000,-6105.14453,-49917.9297,50405.1406
219600,4692000,-6104.0,-50083.9141,50524.2422
219900,4698000,-6102.58691,-50194.5391,50689.3008
220200,4704000,-6100.58936,-50497.1953,50938.0898
220500,4710000,-6099.3486299999995,-50568.0625,51142.2227
220800,4716000,-6100.76172,-50338.5781,50886.4688
221100,4722000,-6103.33789,-50040.2344,50603.6758
221400,4728000,-6101.57275,-50281.0117,50777.9375
221700,4734000,-6101.53662,-50189.043,50706.082
222000,4740000,-6102.4541,-50062.5977,50661.2461
222300,4746000,-6102.83838,-50274.125,50748.875
222600,4752000,-6099.062010000001,-50443.1641,51024.2344
222900,4758000,-6099.21631,-50593.7969,51088.8398
223200,4764000,-6098.47119,-50577.832,51164.2578
223500,4770000,-6097.50342,-50717.4883,51209.6445
223800,4776000,-6099.26855,-50427.0625,51093.1562
224100,4782000,-6100.00781,-50502.5195,50990.918
224400,4788000,-6099.58301,-50576.3789,51035.8398
224700,4794000,-6099.98926,-50630.6055,51109.2539
225000,4800000,-6102.509279999999,-50265.6445,50769.9688
225300,4806000,-6098.14502,-50795.2852,51339.4688
225600,4812000,-6096.24316,-50979.3438,51498.4453
225900,4818000,-6099.91943,-50623.4062,51135.1367
226200,4824000,-6097.47461,-50741.1367,51306.125
226500,4830000,-6098.18994,-50773.625,51313.5195
226800,4836000,-6095.85547,-50930.2617,51514.3477
227100,4842000,-6098.8291,-50638.6289,51113.418
227400,4848000,-6100.18311,-50375.7266,50876.7578
227700,4854000,-6101.319820000001,-50219.0508,50742.8945
228000,4860000,-6098.249510000001,-50654.5312,51230.3164
228300,4866000,-6097.87646,-50719.8828,51242.832
228600,4872000,-6098.91992,-50577.1445,51158.8164
228900,4878000,-6097.90967,-50702.1602,51297.1523
229200,4884000,-6098.73193,-50472.7695,51070.3789
229500,4890000,-6097.91699,-50577.3086,51143.1484
229800,4896000,-6099.19287,-50650.0469,51190.1602
230100,4902000,-6095.759770000001,-50813.293,51369.5703
230400,4908000,-6098.50391,-50632.4609,51193.1406
230700,4914000,-6099.62646,-50549.5781,51082.0664
231000,4920000,-6095.8208,-51021.1602,51584.0742
231300,4926000,-6096.7417,-51000.5547,51574.7461
231600,4932000,-6096.9165,-50764.5586,51357.4062
231900,4938000,-6099.58984,-50636.1602,51142.1602
232200,4944000,-6097.65381,-50726.2422,51309.6211
232500,4950000,-6098.10205,-50846.9141,51425.7227
232800,4956000,-6098.51758,-50649.8594,51182.9062
233100,4962000,-6098.2651399999995,-50769.7422,51288.4375
233400,4968000,-6096.99902,-50940.5156,51440.0234
233700,4974000,-6095.84619,-50789.582,51449.7109
234000,4980000,-6096.98779,-50754.5156,51393.7188
234300,4986000,-6096.90332,-50924.3164,51491.4766
234600,4992000,-6097.45459,-50834.1992,51366.3711
234900,4998000,-6095.23828,-51091.7578,51576.9023
235200,5004000,-6097.56494,-50858.1406,51389.3711
235500,5010000,-6096.678220000001,-50827.1094,51416.4453
235800,5016000,-6093.4165,-51166.7969,51710.0664
236100,5022000,-6096.0786100000005,-50913.3242,51534.4414
236400,5028000,-6098.80664,-50716.6602,51310.082
236700,5034000,-6097.53711,-50795.5234,51354.1719
237000,5040000,-6099.58057,-50522.9297,51062.3125
237300,5046000,-6098.12402,-50640.3633,51243.3828
237600,5052000,-6099.5957,-50336.4648,50873.5039
237900,5058000,-6102.146479999999,-50385.2422,50779.8164
238200,5064000,-6100.7998,-50368.5859,50832.418
238500,5070000,-6101.43555,-50215.5625,50812.3555
238800,5076000,-6100.83008,-50440.4297,51007.2969
239100,5082000,-6099.00537,-50573.3867,51085.625
239400,5088000,-6099.22461,-50447.4961,51050.2188
239700,5094000,-6102.32666,-50036.668,50593.043
240000,5100000,-6098.82422,-50526.8711,51063.3555
240300,5106000,-6100.53516,-50577.7969,50974.5508
240600,5112000,-6099.00537,-50408.3672,51052.1328
240900,5118000,-6097.99365,-50596.375,51123.9922
241200,5124000,-6097.06055,-50775.3203,51285.7383
241500,5130000,-6097.500489999999,-50689.0469,51330.875
241800,5136000,-6098.0625,-50622.9258,51247.168
242100,5142000,-6096.28662,-50824.3477,51420.2227
242400,5148000,-6098.4624,-50583.7305,51087.0938
242700,5154000,-6098.976070000001,-50605.1992,51146.7148
243000,5160000,-6099.1123,-50633.3516,51145.0352
243300,5166000,-6096.40283,-50872.6406,51427.3555
243600,5172000,-6096.82373,-50751.5547,51289.668
243900,5178000,-6098.52246,-50736.418,51252.9805
244200,5184000,-6101.8252,-50187.8672,50783.0977
244500,5190000,-6099.586429999999,-50386.2227,50924.4648
244800,5196000,-6099.54688,-50422.1055,50999.7383
245100,5202000,-6097.98584,-50558.7422,51226.1953
245400,5208000,-6097.93896,-50737.6719,51316.5312
245700,5214000,-6096.71338,-50846.7109,51431.1758
246000,5220000,-6095.44043,-50994.2383,51524.8828
246300,5226000,-6096.47168,-50921.6172,51402.75
246600,5232000,-6097.45068,-50735.2539,51355.5195
246900,5238000,-6097.04834,-50889.9336,51468.707
247200,5244000,-6094.50586,-51318.168,51741.125
247500,5250000,-6092.696779999999,-51231.0195,51907.4922
247800,5256000,-6093.71045,-51148.1641,51783.418
248100,5262000,-6093.86865,-51153.6094,51793.5078
248400,5268000,-6094.46631,-51237.2383,51766.0898
248700,5274000,-6095.93213,-51039.8281,51585.9297
249000,5280000,-6096.58691,-50900.4805,51435.1953
249300,5286000,-6100.26904,-50508.9961,50988.0625
249600,5292000,-6098.833979999999,-50527.6094,51109.8398
249900,5298000,-6099.992679999999,-50382.457,50944.5664
250200,5304000,-6100.196779999999,-50538.3398,51049.5977
250500,5310000,-6099.51855,-50774.9297,51215.7188
250800,5316000,-6098.72998,-50609.6328,51236.3203
251100,5322000,-6100.42578,-50478.1797,51060.8555
251400,5328000,-6098.86865,-50507.582,51079.3984
251700,5334000,-6096.742679999999,-51005.7891,51536.0586
252000,5340000,-6095.02295,-51086.0195,51651.5156
252300,5346000,-6098.79248,-50527.3438,51157.8281
252600,5352000,-6098.898929999999,-50647.8398,51221.75
252900,5358000,-6098.93555,-50694.3125,51225.3242
253200,5364000,-6095.58691,-51041.4258,51608.7188
253500,5370000,-6095.944820000001,-51003.1406,51551.293
253800,5376000,-6097.26709,-50707.4609,51404.6328
254100,5382000,-6094.9638700000005,-51030.4883,51670.043
254400,5388000,-6094.67285,-51145.0039,51710.918
254700,5394000,-6097.21484,-50952.0195,51480.9297
255000,5400000,-6096.83984,-50915.8203,51547.8828
255300,5406000,-6099.63672,-50611.9297,51138.1367
255600,5412000,-6099.09668,-50669.9883,51186.7734
255900,5418000,-6099.16846,-50609.2969,51144.4258
256200,5424000,-6097.9638700000005,-50758.5547,51366.8906
256500,5430000,-6098.79395,-50650.3047,51190.5469
256800,5436000,-6099.0376,-50480.1406,51091.9766
257100,5442000,-6095.773929999999,-50948.2266,51592.8203
257400,5448000,-6095.99609,-50898.6172,51510.1836
257700,5454000,-6095.79883,-50921.1641,51513.2695
258000,5460000,-6098.09619,-50705.3203,51237.1875
258300,5466000,-6097.75781,-50731.5508,51310.1172
258600,5472000,-6098.9213899999995,-50603.8008,51198.9727
258900,5478000,-6100.04541,-50424.7656,50993.7109
259200,5484000,-6099.95557,-50285.2656,51018.1445
259500,5490000,-6100.69287,-50329.9141,50928.1445
259800,5496000,-6099.46729,-50561.6211,51075.5898
260100,5502000,-6099.49658,-50671.4336,51130.9414
260400,5508000,-6099.01807,-50538.3398,51145.4375
260700,5514000,-6098.271,-50645.1641,51266.7148
261000,5520000,-6098.305179999999,-50616.082,51173.8672
261300,5526000,-6099.95166,-50505.8281,51067.8125
261600,5532000,-6101.19922,-50235.5781,50829.8555
261900,5538000,-6101.37402,-50208.5234,50856.2695
262200,5544000,-6100.87402,-50515.8906,51017.625
262500,5550000,-6100.24805,-50440.9219,51041.0625
262800,5556000,-6099.73926,-50663.3008,51113.9297
263100,5562000,-6097.38525,-50718.8242,51307.8086
263400,5568000,-6098.82471,-50822.0898,51248.1484
263700,5574000,-6100.5151399999995,-50584.5273,50977.0273
264000,5580000,-6101.80859,-50283.9219,50861.3516
264300,5586000,-6099.14746,-50653.1562,51150.6914
264600,5592000,-6098.553220000001,-50676.3047,51207.9766
264900,5598000,-6099.75244,-50521.0352,51063.9453
265200,5604000,-6095.61865,-50803.9648,51466.7461
265500,5610000,-6095.7651399999995,-50848.6992,51502.7305
265800,5616000,-6094.61279,-51047.9922,51662.2852
266100,5622000,-6093.25195,-51286.0898,51852.0312
266400,5628000,-6094.615229999999,-51179.5,51719.5352
266700,5634000,-6096.18164,-51026.2773,51575.4258
267000,5640000,-6094.9707,-51023.9258,51606.457
267300,5646000,-6095.3999,-51128.7422,51614.7305
267600,5652000,-6096.56934,-50992.4062,51481.8008
267900,5658000,-6094.65918,-51133.5039,51698.4844
268200,5664000,-6095.4848600000005,-51123.9648,51583.7617
268500,5670000,-6094.91455,-51193.3867,51799.0703
268800,5676000,-6094.95752,-51183.3477,51702.7266
269100,5682000,-6098.91699,-50433.3633,51067.2344
269400,5688000,-6096.99365,-50897.8008,51433.3281
269700,5694000,-6095.38037,-50945.6797,51540.5352
270000,5700000,-6096.97217,-50874.3945,51468.793
270300,5706000,-6099.16748,-50760.4102,51245.8516
270600,5712000,-6099.08936,-50647.7031,51282.5898
270900,5718000,-6095.62158,-51000.3516,51613.4219
271200,5724000,-6093.16064,-51330.7812,51911.668
271500,5730000,-6093.75342,-51236.1133,51806.4219
271800,5736000,-6093.90479,-51446.207,51979.5898
272100,5742000,-6094.790529999999,-51113.5273,51724.4141
272400,5748000,-6096.27979,-50932.0664,51461.6641
272700,5754000,-6097.507320000001,-50894.1562,51414.1055
273000,5760000,-6095.73535,-50985.3516,51559.6172
273300,5766000,-6093.8501,-51199.418,51707.0078
273600,5772000,-6096.3291,-50926.5039,51515.8672
273900,5778000,-6095.1709,-50946.707,51548.6133
274200,5784000,-6094.7915,-51190.2734,51729.3398
274500,5790000,-6094.382320000001,-51189.6602,51714.2969
274800,5796000,-6094.39355,-51119.8359,51710.5
275100,5802000,-6095.51172,-51110.707,51594.3477
275400,5808000,-6096.632320000001,-51007.2148,51510.2734
275700,5814000,-6097.6298799999995,-50636.3945,51292.125
276000,5820000,-6099.85938,-50426.5039,51008.8867
276300,5826000,-6096.367679999999,-50807.0352,51289.3555
276600,5832000,-6097.46582,-50686.957,51299.8203
276900,5838000,-6096.9541,-50986.5391,51511.5195
277200,5844000,-6097.96729,-50706.0547,51223.5312
277500,5850000,-6096.86719,-50962.4961,51477.6953
277800,5856000,-6099.60742,-50643.1602,51152.3086
278100,5862000,-6099.90527,-50482.1445,50987.1562
278400,5868000,-6099.468260000001,-50403.2969,50986.1758
278700,5874000,-6098.8901399999995,-50466.9648,51010.0352
279000,5880000,-6099.13037,-50571.1914,51114.457
279300,5886000,-6098.90332,-50641.6875,51186.8438
279600,5892000,-6100.09131,-50540.3633,50981.9297
279900,5898000,-6098.43604,-50661.7773,51250.6367
280200,5904000,-6097.04248,-50703.543,51329.3633
280500,5910000,-6099.24658,-50631.168,51142.5703
280800,5916000,-6097.73242,-50921.418,51415.1328
281100,5922000,-6094.76221,-51098.9023,51670.082
281400,5928000,-6099.10693,-50700.3125,51158.1836
281700,5934000,-6094.63135,-51110.4375,51730.7812
282000,5940000,-6096.163570000001,-51110.9883,51523.6172
282300,5946000,-6098.242679999999,-50802.7852,51285.3867
282600,5952000,-6095.38281,-50862.3438,51446.0273
282900,5958000,-6097.1411100000005,-50816.2461,51417.4805
283200,5964000,-6095.9541,-50972.6094,51580.0859
283500,5970000,-6093.31787,-51254.6719,51764.8633
283800,5976000,-6091.80664,-51324.6484,52023.0508
284100,5982000,-6096.85791,-50816.2969,51336.5234
284400,5988000,-6098.1201200000005,-50643.4766,51216.1641
284700,5994000,-6097.03418,-50765.6523,51360.3203
285000,6000000,-6096.2915,-50851.3984,51461.7266
285300,6006000,-6094.7627,-50896.1602,51594.8672
285600,6012000,-6094.28662,-51068.3633,51624.8906
285900,6018000,-6094.70215,-50932.5508,51524.3242
286200,6024000,-6097.4873,-50781.1367,51284.8203
286500,6030000,-6095.47217,-50958.8047,51535.1523
286800,6036000,-6093.67676,-51050.5859,51689.8906
287100,6042000,-6097.7251,-50632.0117,51197.2109
287400,6048000,-6096.86914,-50624.4023,51211.582
287700,6054000,-6097.92627,-50687.3516,51133.4883
288000,6060000,-6100.34473,-50282.3203,50873.4688
288300,6066000,-6099.1723600000005,-50713.9922,51189.168
288600,6072000,-6096.28125,-50875.7891,51436.7812
288900,6078000,-6097.1201200000005,-50765.9727,51344.6016
289200,6084000,-6098.01807,-50720.7031,51231.6484
289500,6090000,-6096.64551,-50841.9492,51423.5938
289800,6096000,-6093.8042,-51071.3477,51618.7891
290100,6102000,-6096.2583,-50850.1445,51472.8828
290400,6108000,-6094.771479999999,-50924.9258,51572.4922
290700,6114000,-6094.3252,-51026.8477,51643.7344
291000,6120000,-6093.37695,-51093.9375,51720.7461
291300,6126000,-6096.094239999999,-50749.0078,51360.5469
291600,6132000,-6096.5888700000005,-50681.5664,51278.832
291900,6138000,-6098.33105,-50429.8438,51070.3203
292200,6144000,-6099.72656,-50550.1523,50985.1562
292500,6150000,-6097.94824,-50579.8438,51212.9922
292800,6156000,-6097.53564,-50851.5312,51367.7578
293100,6162000,-6094.45557,-51131.8477,51714.2109
