,Step,H_nhc,H_nhc1,H_nhc2
141000,2340000,-5777.79834,-51103.6133,52030.4023
141300,2344500,-5774.91162,-51279.375,52219.5195
141600,2349000,-5773.09033,-51656.7539,52547.6328
141900,2353500,-5773.396,-51502.6523,52430.4336
142200,2358000,-5772.97461,-51475.0156,52458.2656
142500,2362500,-5772.7373,-51552.4062,52456.7812
142800,2367000,-5776.17969,-51271.9609,52213.6367
143100,2371500,-5777.85254,-51177.043,52075.0195
143400,2376000,-5777.2998,-51129.2734,52015.0234
143700,2380500,-5780.77783,-51079.9414,51927.6484
144000,2385000,-5777.86914,-51008.2773,51980.8008
144300,2389500,-5777.38965,-51222.9258,52118.1484
144600,2394000,-5776.08545,-51218.7734,52148.6836
144900,2398500,-5776.48096,-51365.043,52234.5742
145200,2403000,-5772.14258,-51570.6367,52486.3711
145500,2407500,-5772.75439,-51401.1914,52440.2227
145800,2412000,-5772.3208,-51603.9844,52446.9023
146100,2416500,-5773.89258,-51490.9375,52377.2734
146400,2421000,-5773.05957,-51404.6641,52392.625
146700,2425500,-5771.27441,-51598.0273,52543.1836
147000,2430000,-5770.11621,-51750.5,52670.4219
147300,2434500,-5770.1665,-51717.1406,52651.0547
147600,2439000,-5771.8833,-51462.2891,52377.6016
147900,2443500,-5776.601070000001,-51189.4336,52136.7656
148200,2448000,-5772.63574,-51469.6797,52444.8906
148500,2452500,-5771.812989999999,-51606.6484,52582.2383
148800,2457000,-5772.55029,-51618.375,52517.9492
149100,2461500,-5772.77832,-51705.625,52552.7695
149400,2466000,-5771.98438,-51670.375,52557.5
149700,2470500,-5771.69873,-51668.1445,52564.1133
150000,2475000,-5770.80029,-51663.6562,52534.1836
150300,2479500,-5770.39062,-51633.7461,52614.9141
150600,2484000,-5772.1333,-51623.8008,52563.8359
150900,2488500,-5772.28125,-51646.7578,52553.2812
151200,2493000,-5772.14062,-51799.4531,52602.6836
151500,2497500,-5772.4838899999995,-51709.6953,52565.0195
151800,2502000,-5775.2138700000005,-51486.3711,52394.6367
152100,2506500,-5774.115229999999,-51594.5664,52441.8242
152400,2511000,-5774.2138700000005,-51342.9648,52336.9531
152700,2515500,-5774.76709,-51357.2422,52269.0898
153000,2520000,-5773.146970000001,-51555.3438,52445.6719
153300,2524500,-5769.53271,-51750.7266,52609.3125
153600,2529000,-5771.2998,-51640.6289,52625.293
153900,2533500,-5772.62646,-51680.8008,52603.0586
154200,2538000,-5771.80225,-51518.6914,52565.8945
154500,2542500,-5773.06543,-51644.4062,52456.2188
154800,2547000,-5773.36084,-51322.5234,52366.418
155100,2551500,-5774.34033,-51507.7617,52278.4336
155400,2556000,-5772.09082,-51499.1484,52484.1289
155700,2560500,-5771.31689,-51572.125,52544.2422
156000,2565000,-5769.66797,-51742.0469,52666.7148
156300,2569500,-5770.44092,-51526.7852,52566.8359
156600,2574000,-5769.39209,-51901.1211,52819.9609
156900,2578500,-5770.25635,-51785.3086,52727.0938
157200,2583000,-5770.55713,-51750.2109,52613.6875
157500,2587500,-5772.59717,-51456.0898,52373.2383
157800,2592000,-5773.98584,-51516.5391,52394.3672
158100,2596500,-5778.646,-51156.5508,52023.2227
158400,2601000,-5773.468260000001,-51397.2891,52397.6719
158700,2605500,-5773.42969,-51503.6172,52392.0898
159000,2610000,-5773.29541,-51481.6016,52365.957
159300,2614500,-5772.96533,-51477.7227,52345.1797
159600,2619000,-5772.603029999999,-51589.9102,52482.2305
159900,2623500,-5772.76562,-51485.4297,52289.4453
160200,2628000,-5774.50684,-51366.4141,52320.5039
160500,2632500,-5774.16309,-51352.4883,52318.5508
160800,2637000,-5773.99316,-51509.9062,52484.2344
161100,2641500,-5773.24854,-51425.2969,52372.2461
161400,2646000,-5770.2138700000005,-51688.7344,52591.957
161700,2650500,-5773.74707,-51451.2891,52380.9336
162000,2655000,-5770.134770000001,-51582.1016,52569.0117
162300,2659500,-5773.0791,-51291.1172,52326.4453
162600,2664000,-5770.44189,-51639.9258,52498.9609
162900,2668500,-5773.0791,-51641.8047,52530.9062
163200,2673000,-5775.021479999999,-51357.7812,52246.7539
163500,2677500,-5774.65918,-51263.8281,52253.3516
163800,2682000,-5775.1298799999995,-51222.6562,52228.7695
164100,2686500,-5772.96631,-51473.5391,52354.3125
164400,2691000,-5771.80957,-51668.9414,52525.4219
164700,2695500,-5771.49121,-51635.2773,52550.4102
165000,2700000,-5770.44287,-51651.082,52539.2461
165300,2704500,-5770.930179999999,-51578.1484,52479.25
165600,2709000,-5774.1665,-51487.4609,52351.7695
165900,2713500,-5768.656739999999,-51660.0312,52619.0234
166200,2718000,-5769.63135,-51660.8203,52728.1289
166500,2722500,-5769.94775,-51797.4336,52732.2422
166800,2727000,-5767.57275,-51794.0977,52770.6133
167100,2731500,-5768.07617,-51844.1211,52800.5508
167400,2736000,-5768.896970000001,-51737.0312,52596.9844
167700,2740500,-5773.55078,-51278.5156,52276.0508
168000,2745000,-5771.98779,-51529.5938,52458.1328
168300,2749500,-5771.54688,-51685.582,52523.4492
168600,2754000,-5766.96484,-51792.5312,52840.0977
168900,2758500,-5765.66846,-51896.293,52860.7578
169200,2763000,-5768.41455,-51847.7812,52763.9375
169500,2767500,-5766.59082,-51901.6602,52875.4414
169800,2772000,-5771.229,-51620.832,52456.3125
170100,2776500,-5773.93506,-51334.3477,52312.6641
170400,2781000,-5772.74854,-51422.3398,52383.6484
170700,2785500,-5772.58789,-51498.1914,52371.6094
171000,2790000,-5769.12158,-51941.332,52870.3789
171300,2794500,-5771.8667,-51644.5039,52548.0508
171600,2799000,-5771.34814,-51602.7227,52552.1367
171900,2803500,-5773.92383,-51431.5547,52398.2656
172200,2808000,-5770.48096,-51552.9453,52562.3555
172500,2812500,-5769.16797,-51791.207,52687.2344
172800,2817000,-5774.103520000001,-51521.9609,52331.3828
173100,2821500,-5772.24805,-51678.3359,52568.5547
173400,2826000,-5773.759279999999,-51478.9531,52372.0078
173700,2830500,-5773.46875,-51516.8281,52369.0898
174000,2835000,-5771.3418,-51490.7422,52461.957
174300,2839500,-5771.11035,-51559.3984,52513.4102
174600,2844000,-5774.78467,-51449.8398,52324.5234
174900,2848500,-5772.978029999999,-51387.2891,52397.4727
175200,2853000,-5775.80957,-51286.2188,52238.6016
175500,2857500,-5775.46289,-51311.3242,52199.2344
175800,2862000,-5773.37354,-51366.375,52269.6133
176100,2866500,-5775.63965,-51328.1523,52252.0508
176400,2871000,-5768.02246,-51645.7344,52659.9922
176700,2875500,-5769.28662,-51689.4844,52655.9219
177000,2880000,-5768.58008,-51770.4297,52707.793
177300,2884500,-5771.5786100000005,-51691.9609,52554.918
177600,2889000,-5771.8501,-51539.418,52466.8672
177900,2893500,-5774.20215,-51308.2148,52266.7852
178200,2898000,-5772.86426,-51548.8594,52395.8555
178500,2902500,-5766.46973,-51767.5859,52742.3438
178800,2907000,-5770.62061,-51651.0195,52581.9727
179100,2911500,-5772.572270000001,-51481.543,52406.8789
179400,2916000,-5770.36377,-51564.6992,52555.3633
179700,2920500,-5769.47949,-51819.2383,52728.3828
180000,2925000,-5770.0874,-51628.5078,52535.3008
180300,2929500,-5769.61621,-51633.832,52587.3555
180600,2934000,-5777.30859,-51240.9688,52091.5703
180900,2938500,-5777.17383,-51357.1875,52159.9531
181200,2943000,-5772.594239999999,-51596.9922,52461.7031
181500,2947500,-5772.87646,-51561.0352,52474.5586
181800,2952000,-5777.1958,-51215.1992,52159.1602
182100,2956500,-5776.06055,-51301.6992,52216.7461
182400,2961000,-5775.13965,-51444.8477,52295.0195
182700,2965500,-5770.10498,-51510.9844,52514.043
183000,2970000,-5773.26367,-51416.75,52327.0859
183300,2974500,-5774.77441,-51323.0039,52256.043
183600,2979000,-5777.384770000001,-51273.043,52152.8086
183900,2983500,-5773.93555,-51409.8984,52284.3594
184200,2988000,-5771.6401399999995,-51716.3438,52594.1602
184500,2992500,-5772.415529999999,-51428.9844,52366.0156
184800,2997000,-5772.67676,-51435.9844,52380.2578
185100,3001500,-5770.24121,-51521.707,52470.5039
185400,3006000,-5769.02734,-51655.0938,52732.0078
185700,3010500,-5770.569820000001,-51710.3047,52573.7148
186000,3015000,-5771.79443,-51523.168,52482.1367
186300,3019500,-5772.5986299999995,-51465.8672,52395.3203
186600,3024000,-5770.11475,-51779.2461,52696.293
186900,3028500,-5771.47998,-51714.8008,52556.9062
187200,3033000,-5769.461429999999,-51767.1992,52682.4648
187500,3037500,-5768.36084,-51633.6055,52638.6562
187800,3042000,-5770.0376,-51811.3125,52699.4531
188100,3046500,-5768.33203,-51867.2148,52804.2812
188400,3051000,-5767.13721,-51920.7969,52832.1562
188700,3055500,-5765.64404,-51950.7461,52904.6953
189000,3060000,-5771.11279,-51446.7422,52412.8906
189300,3064500,-5774.96582,-51357.6719,52262.0195
189600,3069000,-5775.1167,-51226.5078,52231.25
189900,3073500,-5769.77832,-51616.7852,52607.2734
190200,3078000,-5766.9126,-51848.6523,52786.8359
190500,3082500,-5765.0361299999995,-51820.4414,52840.2578
190800,3087000,-5767.67432,-51729.457,52652.6016
191100,3091500,-5772.12158,-51620.5664,52404.8711
191400,3096000,-5772.45459,-51352.1914,52399.4648
191700,3100500,-5771.16455,-51447.4609,52412.8047
192000,3105000,-5772.8916,-51543.7734,52363.6484
192300,3109500,-5771.228520000001,-51519.6758,52432.1992
192600,3114000,-5768.694820000001,-51618.9414,52675.668
192900,3118500,-5769.92725,-51580.8242,52532.1523
193200,3123000,-5766.76074,-51853.875,52749.2812
193500,3127500,-5768.27051,-51824.668,52725.9883
193800,3132000,-5767.88135,-51830.0,52719.5547
194100,3136500,-5763.52734,-51867.4648,52839.9648
194400,3141000,-5764.915529999999,-51804.6836,52790.4219
194700,3145500,-5767.81152,-51874.707,52744.8555
195000,3150000,-5773.57031,-51637.2148,52512.2812
195300,3154500,-5769.89258,-51617.0273,52554.8828
195600,3159000,-5765.89258,-51775.832,52704.3203
195900,3163500,-5769.50635,-51653.7773,52574.1094
196200,3168000,-5767.41504,-51810.7656,52783.2773
196500,3172500,-5769.0752,-51866.0586,52753.5586
196800,3177000,-5768.56494,-51621.9648,52626.7539
197100,3181500,-5771.64258,-51638.4219,52431.7188
197400,3186000,-5771.38184,-51716.4805,52515.75
197700,3190500,-5771.35449,-51499.5586,52416.1797
198000,3195000,-5765.89258,-51862.7383,52854.6758
198300,3199500,-5770.60547,-51644.3555,52559.2031
198600,3204000,-5771.34668,-51665.4336,52527.3555
198900,3208500,-5768.05225,-51686.5078,52611.2305
199200,3213000,-5768.8833,-51721.8828,52572.2422
199500,3217500,-5767.49805,-51811.6094,52661.3281
199800,3222000,-5765.54834,-51987.043,52912.8828
200100,3226500,-5765.80908,-51910.0625,52882.7461
200400,3231000,-5767.40088,-51718.2305,52622.4531
200700,3235500,-5766.17334,-51723.9883,52769.9336
201000,3240000,-5766.60742,-51844.4023,52719.8906
201300,3244500,-5768.156739999999,-51678.9492,52576.6211
201600,3249000,-5772.2583,-51347.5312,52233.9492
201900,3253500,-5771.72168,-51552.2422,52479.6484
202200,3258000,-5765.992679999999,-51720.1719,52711.5508
202500,3262500,-5768.009770000001,-51761.7539,52697.3789
202800,3267000,-5771.25879,-51667.4023,52546.8828
203100,3271500,-5768.68652,-51761.1016,52634.75
203400,3276000,-5769.69336,-51680.4492,52603.5039
203700,3280500,-5769.70508,-51681.7852,52573.8203
204000,3285000,-5768.6723600000005,-51560.9453,52530.8789
204300,3289500,-5768.09473,-51813.625,52739.3477
204600,3294000,-5765.9223600000005,-51788.2148,52800.082
204900,3298500,-5764.39404,-51992.9492,52922.3359
205200,3303000,-5765.52051,-51940.6016,52827.4375
205500,3307500,-5766.86328,-51865.6211,52751.7383
205800,3312000,-5768.51807,-51776.0547,52695.6562
206100,3316500,-5767.615229999999,-51699.5586,52661.9805
206400,3321000,-5767.14502,-51867.8398,52868.5859
206700,3325500,-5767.1411100000005,-51677.0508,52600.0742
207000,3330000,-5771.58203,-51517.4648,52418.9219
207300,3334500,-5769.56006,-51658.4141,52603.707
207600,3339000,-5771.54492,-51495.3828,52392.2773
207900,3343500,-5774.93457,-51307.2305,52238.5352
208200,3348000,-5772.65527,-51331.7227,52184.6641
208500,3352500,-5774.11328,-51225.4492,52125.5195
208800,3357000,-5769.196779999999,-51572.5469,52497.5078
209100,3361500,-5770.21875,-51689.4531,52549.832
209400,3366000,-5772.12061,-51603.7148,52416.1836
209700,3370500,-5765.83203,-51798.9688,52745.4922
210000,3375000,-5767.78027,-51825.2148,52754.6953
210300,3379500,-5762.7124,-51951.5977,52953.7148
210600,3384000,-5766.39355,-51828.4648,52712.293
210900,3388500,-5767.2251,-51894.2383,52774.4883
211200,3393000,-5769.66895,-51783.8398,52568.8477
211500,3397500,-5761.79297,-52028.0781,52978.4805
211800,3402000,-5765.9375,-51710.7383,52696.6523
212100,3406500,-5766.8125,-51779.3086,52730.8086
212400,3411000,-5764.009279999999,-52035.5195,52973.3945
212700,3415500,-5761.60547,-52092.8086,53061.2227
213000,3420000,-5761.9541,-51981.5977,52932.6055
213300,3424500,-5768.99707,-51811.1953,52690.2031
213600,3429000,-5763.6611299999995,-51961.0195,52900.582
213900,3433500,-5765.56396,-51835.4258,52799.4141
214200,3438000,-5767.60156,-51862.3203,52688.8906
214500,3442500,-5769.53223,-51704.6016,52624.5
214800,3447000,-5769.0249,-51746.75,52621.3867
215100,3451500,-5768.02051,-51796.8203,52676.332
215400,3456000,-5764.78809,-51892.9453,52862.5312
215700,3460500,-5766.334470000001,-51734.8516,52676.0625
216000,3465000,-5766.32812,-51927.2109,52873.5273
216300,3469500,-5767.103520000001,-51848.8516,52807.8008
216600,3474000,-5767.05957,-51718.4766,52708.0
216900,3478500,-5767.3252,-51805.168,52709.707
217200,3483000,-5770.38086,-51719.5508,52581.9453
217500,3487500,-5767.54541,-51718.6602,52594.2773
217800,3492000,-5766.03662,-51901.375,52773.0781
218100,3496500,-5766.36328,-51843.9766,52749.7617
218400,3501000,-5764.02246,-51898.0625,52869.4375
218700,3505500,-5767.92383,-51740.9023,52606.4688
219000,3510000,-5769.56152,-51604.4336,52530.8398
219300,3514500,-5769.4165,-51432.7148,52429.4336
219600,3519000,-5765.52686,-51890.7773,52834.2891
219900,3523500,-5766.1098600000005,-51878.6836,52800.1289
220200,3528000,-5767.28711,-51793.0195,52716.8242
220500,3532500,-5765.77344,-52103.9961,52915.0703
220800,3537000,-5766.07275,-51866.6836,52810.6484
221100,3541500,-5765.35254,-52023.0938,52850.3281
221400,3546000,-5766.52002,-51812.4141,52792.4609
221700,3550500,-5764.1499,-52023.875,52912.3672
222000,3555000,-5766.7666,-51902.6758,52878.9727
222300,3559500,-5767.17432,-51731.8125,52709.1719
222600,3564000,-5766.73584,-51789.4609,52758.0742
222900,3568500,-5766.66943,-51859.1914,52738.6953
223200,3573000,-5766.95557,-51802.3203,52740.4297
223500,3577500,-5767.16992,-51696.6992,52618.7734
223800,3582000,-5767.70801,-51586.0703,52560.9062
224100,3586500,-5771.103029999999,-51481.9297,52416.8477
224400,3591000,-5768.23828,-51660.4102,52519.0
224700,3595500,-5767.47656,-51717.6484,52652.0938
225000,3600000,-5768.56836,-51669.0117,52590.8555
225300,3604500,-5768.1416,-51592.4805,52495.3867
225600,3609000,-5766.146479999999,-51734.707,52731.9336
225900,3613500,-5768.09766,-51577.3867,52505.1758
226200,3618000,-5767.78955,-51644.5508,52566.7344
226500,3622500,-5766.89551,-51846.1758,52765.0977
226800,3627000,-5770.521970000001,-51477.4414,52459.9609
227100,3631500,-5773.78809,-51469.8438,52334.9844
227400,3636000,-5769.08594,-51561.3438,52459.4688
227700,3640500,-5770.76709,-51661.9258,52554.9141
228000,3645000,-5766.615720000001,-51680.0156,52669.0781
228300,3649500,-5766.62793,-51666.2812,52590.9961
228600,3654000,-5773.23877,-51249.0039,52173.6953
228900,3658500,-5775.1626,-51202.0898,52129.582
229200,3663000,-5766.9638700000005,-51743.7656,52665.2734
229500,3667500,-5769.0576200000005,-51661.9844,52544.5703
229800,3672000,-5766.42432,-51787.3438,52778.5586
230100,3676500,-5767.663570000001,-51625.1328,52576.0234
230400,3681000,-5771.11914,-51564.1445,52452.6133
230700,3685500,-5768.2002,-51624.2852,52551.8477
231000,3690000,-5766.843260000001,-51671.2812,52616.2969
231300,3694500,-5765.31494,-51764.0195,52765.543
231600,3699000,-5767.37891,-51707.1758,52602.1914
231900,3703500,-5768.94385,-51445.3906,52422.7227
232200,3708000,-5767.6611299999995,-51802.6641,52659.7383
232500,3712500,-5763.23584,-51944.7188,52956.6016
232800,3717000,-5766.37402,-51636.332,52568.1992
233100,3721500,-5766.65625,-51862.8906,52735.6836
233400,3726000,-5768.5293,-51759.0547,52588.0664
233700,3730500,-5765.35547,-51628.2383,52622.1836
234000,3735000,-5765.29248,-51763.2383,52647.3164
234300,3739500,-5767.8457,-51659.2539,52624.0859
234600,3744000,-5769.15869,-51600.7852,52452.2656
234900,3748500,-5767.20801,-51657.7422,52606.6641
235200,3753000,-5769.31396,-51592.0156,52529.2969
235500,3757500,-5769.75195,-51661.9453,52528.1445
235800,3762000,-5766.7793,-51656.1094,52652.6328
236100,3766500,-5770.68408,-51264.9453,52293.8711
236400,3771000,-5770.9848600000005,-51373.1562,52298.8086
236700,3775500,-5770.19287,-51464.8789,52394.2812
237000,3780000,-5769.240720000001,-51545.9297,52481.8008
237300,3784500,-5769.28125,-51472.2656,52455.1328
237600,3789000,-5774.56934,-51381.8047,52192.957
237900,3793500,-5773.77686,-51323.0977,52159.25
238200,3798000,-5774.29395,-51309.9258,52195.9688
238500,3802500,-5769.35498,-51596.2422,52540.1523
238800,3807000,-5766.8901399999995,-51787.3477,52622.3789
239100,3811500,-5767.103029999999,-51752.8555,52693.5977
239400,3816000,-5765.43115,-51918.8516,52805.3047
239700,3820500,-5765.584470000001,-52034.6641,52918.8633
240000,3825000,-5766.34131,-51750.5039,52643.7031
240300,3829500,-5767.18311,-51683.1445,52554.1758
240600,3834000,-5770.25635,-51551.3906,52422.9609
240900,3838500,-5773.06152,-51267.4648,52167.3828
241200,3843000,-5769.12109,-51383.7852,52427.6641
241500,3847500,-5769.303220000001,-51640.2461,52589.4219
241800,3852000,-5768.04541,-51669.2695,52616.0156
242100,3856500,-5768.84717,-51655.7031,52531.3906
242400,3861000,-5764.96582,-51812.6055,52772.1445
242700,3865500,-5770.3335,-51487.2812,52350.5742
243000,3870000,-5769.4248,-51518.3945,52464.6836
243300,3874500,-5769.4423799999995,-51556.0391,52411.8594
243600,3879000,-5768.2373,-51618.8867,52437.9609
243900,3883500,-5768.34229,-51535.5547,52550.293
244200,3888000,-5770.538570000001,-51511.6133,52410.9688
244500,3892500,-5769.87402,-51478.1211,52435.5664
244800,3897000,-5767.06543,-51750.5703,52627.9648
245100,3901500,-5765.83496,-51757.7734,52754.3711
245400,3906000,-5768.4751,-51745.1445,52649.2852
245700,3910500,-5771.87598,-51448.0977,52344.1562
246000,3915000,-5774.94189,-51225.7109,52148.5508
246300,3919500,-5769.156739999999,-51488.4805,52483.4609
246600,3924000,-5767.02588,-51734.6055,52637.2969
246900,3928500,-5770.7651399999995,-51580.0703,52478.125
247200,3933000,-5767.8276399999995,-51640.0117,52590.5469
247500,3937500,-5767.28418,-51584.2031,52502.9141
247800,3942000,-5768.63281,-51576.0312,52500.6211
248100,3946500,-5773.87695,-51464.9805,52327.3203
248400,3951000,-5769.99805,-51544.3047,52453.0625
248700,3955500,-5766.25195,-51754.1328,52713.4258
249000,3960000,-5766.27002,-51683.8828,52610.3359
249300,3964500,-5766.42041,-51545.8008,52579.0664
249600,3969000,-5770.24756,-51649.1484,52548.7148
249900,3973500,-5766.5293,-51821.8203,52702.8516
250200,3978000,-5765.71484,-51658.8125,52627.332
250500,3982500,-5767.00684,-51694.9883,52620.3516
250800,3987000,-5767.291020000001,-51554.7734,52527.1523
251100,3991500,-5766.084470000001,-51830.9883,52740.3477
251400,3996000,-5767.79248,-51644.8086,52598.7617
251700,4000500,-5767.08301,-51642.2773,52595.2578
252000,4005000,-5767.11426,-51742.4648,52675.1758
252300,4009500,-5771.23975,-51441.4297,52375.7734
252600,4014000,-5769.75244,-51550.543,52431.7695
252900,4018500,-5768.64258,-51471.6133,52458.0625
253200,4023000,-5770.84277,-51521.2305,52407.5547
253500,4027500,-5767.16406,-51674.9766,52569.3594
253800,4032000,-5769.5752,-51456.4648,52403.0234
254100,4036500,-5765.0791,-51721.1211,52726.1055
254400,4041000,-5767.9834,-51602.4844,52479.9141
254700,4045500,-5768.240720000001,-51594.2852,52421.3125
255000,4050000,-5773.60645,-51421.6797,52229.7383
255300,4054500,-5770.979,-51443.1445,52345.3789
255600,4059000,-5768.5918,-51334.6719,52349.5156
255900,4063500,-5766.27686,-51596.3633,52597.4062
256200,4068000,-5765.31689,-51673.3281,52665.7773
256500,4072500,-5765.22266,-51937.2383,52842.8633
256800,4077000,-5765.12207,-51931.3555,52837.0078
257100,4081500,-5763.83203,-51986.2969,52874.2969
257400,4086000,-5766.8388700000005,-51748.5234,52671.0703
257700,4090500,-5763.54004,-51799.0977,52745.3164
258000,4095000,-5764.25781,-51763.9219,52731.043
258300,4099500,-5765.625,-51617.6406,52607.9062
258600,4104000,-5769.165529999999,-51494.1875,52399.7852
258900,4108500,-5774.29883,-51173.1992,52098.8242
259200,4113000,-5771.180179999999,-51382.7148,52378.3242
259500,4117500,-5769.5752,-51421.6523,52381.5
259800,4122000,-5768.97021,-51589.4961,52549.8867
260100,4126500,-5765.9043,-51610.332,52597.0703
260400,4131000,-5768.444820000001,-51617.0469,52512.0742
260700,4135500,-5765.96582,-51764.625,52676.4062
261000,4140000,-5772.64844,-51332.8984,52232.8242
261300,4144500,-5771.96436,-51349.168,52280.0039
261600,4149000,-5766.28271,-51766.6055,52700.0898
261900,4153500,-5762.93555,-51778.8906,52721.0898
262200,4158000,-5762.72217,-51969.5469,52867.2031
262500,4162500,-5764.08496,-51854.3008,52841.8281
262800,4167000,-5767.32129,-51787.2227,52621.1719
263100,4171500,-5765.75586,-51643.6953,52635.6758
263400,4176000,-5765.02539,-51709.2148,52676.8516
263700,4180500,-5772.117679999999,-51354.3203,52312.6836
264000,4185000,-5769.5708,-51383.043,52273.2773
264300,4189500,-5768.44824,-51619.918,52512.0586
264600,4194000,-5767.9292,-51555.8555,52463.668
264900,4198500,-5770.46094,-51377.5273,52294.6172
265200,4203000,-5768.603520000001,-51421.8125,52394.0664
265500,4207500,-5768.50586,-51610.3828,52584.1758
265800,4212000,-5767.479,-51607.4883,52584.7812
266100,4216500,-5765.83984,-51822.2227,52656.1367
266400,4221000,-5768.09521,-51660.457,52512.793
266700,4225500,-5766.31836,-51709.9258,52758.1914
267000,4230000,-5765.85791,-51729.6641,52666.9453
267300,4234500,-5765.14355,-51752.3633,52717.8086
267600,4239000,-5767.70117,-51633.1055,52467.5391
267900,4243500,-5773.99316,-51282.6445,52142.8867
268200,4248000,-5767.79346,-51564.9375,52528.2695
268500,4252500,-5770.43555,-51396.5195,52312.8477
268800,4257000,-5770.2973600000005,-51416.2227,52345.1133
269100,4261500,-5769.36084,-51511.1992,52414.7773
269400,4266000,-5766.78711,-51713.5,52631.0977
269700,4270500,-5771.36279,-51254.8203,52204.7617
270000,4275000,-5767.0332,-51609.5938,52422.5742
270300,4279500,-5768.3999,-51710.9336,52623.1406
270600,4284000,-5768.31104,-51623.0977,52460.7227
270900,4288500,-5766.16846,-51771.957,52704.1914
271200,4293000,-5768.36719,-51759.2969,52611.7773
271500,4297500,-5767.01025,-51648.3711,52556.75
271800,4302000,-5765.500489999999,-51743.5977,52699.7969
272100,4306500,-5765.87793,-51636.5039,52566.6094
272400,4311000,-5766.5376,-51767.9062,52677.9023
272700,4315500,-5766.22559,-51721.0078,52637.7734
273000,4320000,-5767.09229,-51558.3477,52576.4609
273300,4324500,-5769.59619,-51550.8242,52489.2734
273600,4329000,-5769.86328,-51402.9531,52407.3789
273900,4333500,-5768.6416,-51454.1719,52411.6055
274200,4338000,-5768.82275,-51372.0977,52318.0469
274500,4342500,-5768.35645,-51620.1602,52496.9922
274800,4347000,-5770.31152,-51490.5508,52339.8984
275100,4351500,-5770.0166,-51613.4844,52466.043
275400,4356000,-5762.72168,-51819.4961,52723.5391
275700,4360500,-5765.992679999999,-51632.6211,52604.3164
276000,4365000,-5774.57568,-51151.2617,52061.3477
276300,4369500,-5767.87744,-51652.8516,52475.7617
276600,4374000,-5766.3877,-51742.4609,52649.1445
276900,4378500,-5762.28271,-51949.2578,52867.3984
277200,4383000,-5765.94092,-51746.7266,52611.5352
277500,4387500,-5773.7651399999995,-51268.8711,52147.793
277800,4392000,-5770.42041,-51341.5508,52316.0898
278100,4396500,-5767.51172,-51579.2695,52491.8281
278400,4401000,-5768.08252,-51615.8086,52447.0
278700,4405500,-5764.75342,-51701.4102,52781.0312
279000,4410000,-5765.55615,-51690.4336,52592.9219
279300,4414500,-5771.38135,-51502.7422,52418.8359
279600,4419000,-5770.8901399999995,-51365.918,52321.75
279900,4423500,-5766.47705,-51734.6797,52627.4531
280200,4428000,-5768.75342,-51551.1289,52470.8398
280500,4432500,-5770.72949,-51364.8516,52322.9414
280800,4437000,-5769.69043,-51488.5,52382.2969
281100,4441500,-5761.88721,-51840.6602,52864.5898
281400,4446000,-5767.40723,-51650.9219,52544.6562
281700,4450500,-5767.67969,-51552.9922,52515.6094
282000,4455000,-5765.26123,-51811.7969,52768.4258
282300,4459500,-5768.992679999999,-51512.4492,52455.1992
282600,4464000,-5767.81152,-51527.6289,52451.5977
282900,4468500,-5765.45312,-51646.2734,52649.5781
283200,4473000,-5768.6792,-51595.9492,52466.3672
283500,4477500,-5767.4458,-51552.7656,52567.3633
283800,4482000,-5767.7661100000005,-51783.3711,52700.9961
284100,4486500,-5766.12305,-51802.2109,52645.0117
284400,4491000,-5771.69385,-51318.3633,52186.5352
284700,4495500,-5767.36328,-51590.4922,52559.2305
285000,4500000,-5769.780760000001,-51560.7344,52399.8477
285300,4504500,-5769.17676,-51569.9492,52366.9844
285600,4509000,-5766.29443,-51602.3633,52528.1797
285900,4513500,-5765.31885,-51790.7227,52695.1992
286200,4518000,-5762.34668,-51766.5781,52750.1562
286500,4522500,-5765.3798799999995,-51816.4414,52740.1133
286800,4527000,-5767.30615,-51765.0508,52709.5703
287100,4531500,-5765.82373,-51536.7031,52535.4531
287400,4536000,-5770.666020000001,-51473.7266,52392.5586
287700,4540500,-5770.00781,-51583.3203,52404.6289
288000,4545000,-5773.11328,-51279.3086,52134.9492
288300,4549500,-5768.0048799999995,-51731.5703,52512.6758
288600,4554000,-5771.71729,-51468.375,52350.5664
288900,4558500,-5770.81396,-51356.793,52201.5
289200,4563000,-5766.94629,-51606.6445,52502.3867
289500,4567500,-5769.36133,-51625.4766,52497.0664
289800,4572000,-5765.9165,-51630.4844,52656.2344
290100,4576500,-5767.56836,-51561.6094,52457.7773
290400,4581000,-5768.719239999999,-51534.2617,52509.8242
290700,4585500,-5769.4848600000005,-51580.5938,52453.9961
291000,4590000,-5771.41699,-51367.8555,52323.5
291300,4594500,-5768.99805,-51449.3633,52395.6484
291600,4599000,-5769.59082,-51478.7148,52386.7188
291900,4603500,-5766.86133,-51736.0664,52563.5859
292200,4608000,-5766.06592,-51598.0664,52524.2695
292500,4612500,-5769.55811,-51406.832,52225.1719
292800,4617000,-5768.87793,-51596.4727,52527.8359
293100,4621500,-5765.65723,-51747.0977,52636.8672
293400,4626000,-5762.68848,-51955.2148,52845.7422
293700,4630500,-5763.66016,-51876.7344,52900.7031
294000,4635000,-5766.00244,-51660.5547,52630.0742
294300,4639500,-5766.1713899999995,-51722.8867,52666.0547
294600,4644000,-5767.6826200000005,-51623.2617,52507.3047
