,Step,H_nhc,H_nhc1,H_nhc2
11400,396000,-5898.53564,-42636.5938,43388.4258
11700,400500,-5892.70312,-43229.9688,43900.125
12000,405000,-5885.47559,-43362.6328,44192.2148
12300,409500,-5882.02344,-43825.0586,44555.4375
12600,414000,-5876.34766,-44046.6484,44892.7188
12900,418500,-5870.06348,-44441.668,45311.9375
13200,423000,-5863.97119,-45048.8398,45816.0703
13500,427500,-5859.8623,-45315.7305,46071.2617
13800,432000,-5850.37402,-46222.2031,47016.4336
14100,436500,-5845.23096,-46456.6133,47280.7812
14400,441000,-5839.96191,-46712.4609,47583.9844
14700,445500,-5835.163570000001,-47148.4727,47946.4062
15000,450000,-5829.62256,-47679.4062,48487.8594
15300,454500,-5822.39258,-47942.3789,48866.1836
15600,459000,-5820.54199,-48260.7969,49112.832
15900,463500,-5815.27295,-48593.6484,49446.1562
16200,468000,-5812.396479999999,-49125.8555,49885.7539
16500,472500,-5800.43115,-49850.6328,50669.8203
16800,477000,-5796.96484,-50080.4648,51019.582
17100,481500,-5788.70117,-50590.3359,51506.6641
17400,486000,-5779.36475,-51228.918,52151.3477
17700,490500,-5779.85059,-51063.9023,52073.1484
18000,495000,-5782.405760000001,-50982.2383,51871.7109
18300,499500,-5780.29346,-51187.3008,52049.457
18600,504000,-5782.38281,-51002.1719,51919.8516
18900,508500,-5781.6582,-51150.3789,52133.8125
19200,513000,-5784.86621,-51084.3555,51855.3398
19500,517500,-5781.5459,-51087.8125,52016.4297
19800,522000,-5782.95312,-51026.625,51924.6016
20100,526500,-5787.30225,-50756.1523,51694.9766
20400,531000,-5783.60938,-51135.3828,52007.7383
20700,535500,-5782.75781,-51025.0039,51976.8398
21000,540000,-5778.64209,-51222.7227,52179.6094
21300,544500,-5780.16406,-51301.0117,52246.5273
21600,549000,-5778.75439,-51406.8867,52386.7617
21900,553500,-5779.64258,-51215.7695,52187.2227
22200,558000,-5782.81055,-50959.3164,51995.1992
22500,562500,-5782.55566,-51121.0078,52020.9062
22800,567000,-5779.42627,-51345.9766,52263.2539
23100,571500,-5781.14746,-51192.6133,52124.832
23400,576000,-5781.12939,-51164.9805,51988.1172
23700,580500,-5785.4707,-51149.4766,52031.707
24000,585000,-5774.79834,-51465.0508,52464.0625
24300,589500,-5778.26709,-51328.3008,52360.168
24600,594000,-5779.55566,-51438.7617,52329.3281
24900,598500,-5775.5776399999995,-51494.875,52472.375
25200,603000,-5776.43896,-51425.875,52401.9102
25500,607500,-5779.8173799999995,-51294.6797,52207.1484
25800,612000,-5781.63281,-51227.6133,52132.5742
26100,616500,-5779.15869,-51295.1914,52226.4805
26400,621000,-5781.771,-51264.1719,52122.5234
26700,625500,-5776.74561,-51519.0156,52491.7109
27000,630000,-5779.40039,-51334.2148,52226.8516
27300,634500,-5782.29541,-50947.8867,51915.5156
27600,639000,-5782.53418,-51065.7188,52041.9766
27900,643500,-5781.83252,-51144.1758,52085.1953
28200,648000,-5785.854,-50924.9062,51788.875
28500,652500,-5782.43115,-51242.1602,52080.8438
28800,657000,-5777.84814,-51488.7578,52436.6211
29100,661500,-5777.53271,-51424.6836,52354.082
29400,666000,-5779.5776399999995,-51361.3359,52224.4688
29700,670500,-5781.9541,-51246.793,52146.0703
30000,675000,-5782.09277,-51205.1758,52129.2695
30300,679500,-5785.8042,-51050.8008,51843.1289
30600,684000,-5785.82373,-50982.9336,51791.8672
30900,688500,-5784.97314,-51041.0352,51842.6289
31200,693000,-5783.77832,-51192.3672,52007.543
31500,697500,-5778.56641,-51340.5938,52340.2305
31800,702000,-5779.29004,-51344.6445,52262.5586
32100,706500,-5777.46045,-51330.2344,52322.1016
32400,711000,-5781.00781,-51286.8047,52111.9492
32700,715500,-5783.853029999999,-51146.5703,51996.1953
33000,720000,-5780.47168,-51180.8594,52125.9023
33300,724500,-5778.34033,-51455.2305,52329.7461
33600,729000,-5780.06934,-51136.3086,52132.9023
33900,733500,-5786.07959,-50969.3984,51877.6289
34200,738000,-5782.469239999999,-51089.418,52012.6055
34500,742500,-5782.98438,-51303.207,52074.2969
34800,747000,-5779.69385,-51242.6875,52264.4258
35100,751500,-5782.34082,-51261.1836,52107.0156
35400,756000,-5779.19336,-51525.2461,52404.2695
35700,760500,-5777.4873,-51485.7109,52346.5352
36000,765000,-5778.979,-51433.3203,52326.5625
36300,769500,-5780.04346,-51265.0117,52179.543
36600,774000,-5781.50879,-51182.2383,52126.6133
36900,778500,-5785.2041,-50968.6328,51853.6328
37200,783000,-5784.72461,-50874.9531,51840.3438
37500,787500,-5781.50244,-51177.3516,52096.3164
37800,792000,-5778.91748,-51365.7148,52255.9531
38100,796500,-5783.27832,-51126.4258,51994.7812
38400,801000,-5784.27686,-51097.8477,51956.0391
38700,805500,-5781.0083,-51219.5703,52176.168
39000,810000,-5781.15918,-51258.9961,52161.4531
39300,814500,-5781.89355,-51332.1328,52160.4531
39600,819000,-5783.11426,-51067.2656,52025.6094
39900,823500,-5777.51318,-51304.082,52290.5859
40200,828000,-5780.62061,-51127.5,52076.168
40500,832500,-5778.969239999999,-51306.3867,52307.3945
40800,837000,-5777.76123,-51422.3125,52304.5039
41100,841500,-5782.53906,-50974.5117,51874.7266
41400,846000,-5781.834470000001,-51057.2695,51942.5898
41700,850500,-5776.4848600000005,-51403.9648,52398.2734
42000,855000,-5778.14746,-51503.9727,52372.0352
42300,859500,-5780.98633,-51341.1992,52214.4805
42600,864000,-5781.7207,-51059.2461,51995.0664
42900,868500,-5782.367679999999,-51108.7656,52005.625
43200,873000,-5781.365720000001,-51231.0547,52080.6445
43500,877500,-5782.67969,-51199.8359,52096.2461
43800,882000,-5776.3588899999995,-51457.1484,52425.1562
44100,886500,-5775.687989999999,-51587.9258,52619.4922
44400,891000,-5773.09717,-51733.9766,52592.75
44700,895500,-5776.1723600000005,-51695.168,52492.4062
45000,900000,-5776.2861299999995,-51507.8516,52440.543
45300,904500,-5776.3877,-51571.6523,52468.4844
45600,909000,-5778.18359,-51327.0742,52281.2031
45900,913500,-5777.68457,-51295.4688,52309.0859
46200,918000,-5782.604,-51104.3086,52015.0156
46500,922500,-5781.01416,-51239.832,52122.1094
46800,927000,-5782.22217,-51253.5547,52180.7852
47100,931500,-5783.65723,-51081.5273,51988.5977
47400,936000,-5787.2763700000005,-50919.5117,51746.6406
47700,940500,-5780.60596,-51116.543,52102.0664
48000,945000,-5778.93848,-51305.8672,52251.0586
48300,949500,-5779.896,-51219.0898,52192.6133
48600,954000,-5782.11035,-51249.7422,52055.0742
48900,958500,-5776.7763700000005,-51424.3555,52353.4805
49200,963000,-5775.53125,-51621.8867,52491.2891
49500,967500,-5779.12256,-51384.9609,52282.2305
49800,972000,-5778.94531,-51278.9727,52230.0625
50100,976500,-5779.11816,-51477.207,52335.2773
50400,981000,-5776.26221,-51393.5117,52328.8672
50700,985500,-5778.36865,-51269.4531,52175.3359
51000,990000,-5778.94434,-51320.5078,52232.7695
51300,994500,-5775.82666,-51540.1719,52396.5078
51600,999000,-5775.31348,-51538.0469,52502.9609
51900,1003500,-5777.42432,-51458.5312,52311.8398
52200,1008000,-5777.68848,-51316.7656,52291.3281
52500,1012500,-5779.56152,-51258.9766,52185.6484
52800,1017000,-5779.84229,-51194.7695,52187.6445
53100,1021500,-5781.72168,-51282.9883,52179.9414
53400,1026000,-5776.62939,-51363.5859,52306.9023
53700,1030500,-5777.85938,-51458.2188,52336.1719
54000,1035000,-5774.28564,-51748.3516,52653.2031
54300,1039500,-5776.148929999999,-51730.1992,52630.9453
54600,1044000,-5777.11865,-51641.8438,52473.7344
54900,1048500,-5777.80225,-51345.3945,52324.3555
55200,1053000,-5778.93506,-51365.8477,52237.6602
55500,1057500,-5780.95654,-51145.875,52058.6055
55800,1062000,-5780.490720000001,-51316.8477,52161.125
56100,1066500,-5776.023929999999,-51701.4023,52498.1641
56400,1071000,-5776.11816,-51460.1289,52419.7695
56700,1075500,-5773.31592,-51632.6914,52597.0234
57000,1080000,-5773.82324,-51843.1953,52691.6641
57300,1084500,-5774.5874,-51651.6758,52498.6406
57600,1089000,-5772.87305,-51598.332,52532.2266
57900,1093500,-5776.98193,-51409.6016,52375.0703
58200,1098000,-5773.34912,-51646.9805,52602.4922
58500,1102500,-5775.06396,-51565.7148,52503.1875
58800,1107000,-5779.11475,-51460.0977,52376.3438
59100,1111500,-5778.39307,-51584.5156,52439.5977
59400,1116000,-5774.19043,-51611.9922,52518.5586
59700,1120500,-5778.25781,-51290.668,52131.9062
60000,1125000,-5781.09033,-51106.1484,52001.9844
60300,1129500,-5782.19971,-50943.0391,51906.3633
60600,1134000,-5785.9248,-50757.9648,51611.3008
60900,1138500,-5781.33789,-51046.2891,52013.2148
61200,1143000,-5777.8374,-51264.6719,52220.4766
61500,1147500,-5779.92285,-51253.2227,52210.8438
61800,1152000,-5774.4736299999995,-51483.9492,52468.6484
62100,1156500,-5774.961429999999,-51395.2656,52378.5039
62400,1161000,-5779.9541,-51178.8398,52103.2734
62700,1165500,-5778.053220000001,-51344.0039,52289.75
63000,1170000,-5779.04785,-51334.1836,52140.5547
63300,1174500,-5778.219239999999,-51290.2188,52211.3281
63600,1179000,-5777.90625,-51342.7266,52338.7891
63900,1183500,-5775.240229999999,-51485.9375,52406.6172
64200,1188000,-5773.4165,-51609.3164,52554.293
64500,1192500,-5775.89941,-51452.4766,52434.7695
64800,1197000,-5778.62109,-51363.9648,52290.0781
65100,1201500,-5778.47168,-51272.3086,52153.8398
65400,1206000,-5780.15186,-51238.543,52090.1133
65700,1210500,-5777.33789,-51299.0195,52254.0078
66000,1215000,-5776.89502,-51305.9375,52251.4727
66300,1219500,-5779.05078,-51371.9648,52195.4961
66600,1224000,-5780.24561,-51278.0547,52081.7227
66900,1228500,-5777.34619,-51362.1055,52274.1719
67200,1233000,-5777.03662,-51454.418,52390.9492
67500,1237500,-5775.26367,-51546.9883,52428.0391
67800,1242000,-5777.44629,-51391.9336,52348.1875
68100,1246500,-5776.8335,-51463.2969,52345.0898
68400,1251000,-5778.8388700000005,-51328.1055,52274.3906
68700,1255500,-5782.8374,-51024.707,51891.9258
69000,1260000,-5781.05127,-51284.9453,52103.0625
69300,1264500,-5777.76465,-51343.5039,52272.7617
69600,1269000,-5775.06445,-51533.2578,52388.2031
69900,1273500,-5772.64307,-51678.793,52603.6289
70200,1278000,-5773.65723,-51805.4141,52635.8398
70500,1282500,-5777.94336,-51333.3555,52253.6758
70800,1287000,-5778.48682,-51290.3398,52167.8594
71100,1291500,-5781.427729999999,-51207.75,52108.5234
71400,1296000,-5777.12939,-51309.1836,52198.7969
71700,1300500,-5777.853029999999,-51289.7617,52211.8125
72000,1305000,-5775.25586,-51633.4844,52518.207
72300,1309500,-5774.99219,-51525.9102,52428.1055
72600,1314000,-5778.5888700000005,-51329.0156,52217.6875
72900,1318500,-5777.3374,-51427.4766,52278.9102
73200,1323000,-5777.7451200000005,-51258.0312,52192.8906
73500,1327500,-5776.06152,-51296.3203,52275.1445
73800,1332000,-5776.15723,-51527.1836,52397.5547
74100,1336500,-5776.53906,-51390.7578,52356.7852
74400,1341000,-5773.20996,-51587.875,52567.5273
74700,1345500,-5772.37646,-51683.5508,52556.0195
75000,1350000,-5777.819820000001,-51328.457,52241.8594
75300,1354500,-5773.413570000001,-51507.1641,52420.4922
75600,1359000,-5781.97656,-51247.8867,52036.8594
75900,1363500,-5781.1411100000005,-51061.4414,52018.293
76200,1368000,-5778.69336,-51483.9492,52327.2695
76500,1372500,-5772.36865,-51519.3828,52459.5977
76800,1377000,-5776.52588,-51580.207,52449.6523
77100,1381500,-5772.4638700000005,-51610.6328,52557.3086
77400,1386000,-5776.92334,-51454.9922,52431.375
77700,1390500,-5774.88965,-51474.207,52365.5352
78000,1395000,-5780.84619,-51146.5469,52109.0898
78300,1399500,-5777.990720000001,-51304.1367,52174.7188
78600,1404000,-5776.11719,-51306.3242,52273.4453
78900,1408500,-5778.32617,-51328.4688,52238.6992
79200,1413000,-5774.0151399999995,-51566.0312,52499.5312
79500,1417500,-5773.05811,-51711.8477,52596.8633
79800,1422000,-5779.1513700000005,-51356.1562,52245.3516
80100,1426500,-5777.22949,-51406.4922,52316.2812
80400,1431000,-5772.728029999999,-51793.3086,52697.3203
80700,1435500,-5772.354,-51720.875,52640.8633
81000,1440000,-5778.6001,-51377.9492,52277.9375
81300,1444500,-5777.70312,-51485.1523,52374.6094
81600,1449000,-5774.28125,-51522.3242,52475.2891
81900,1453500,-5774.7973600000005,-51565.8242,52574.8672
82200,1458000,-5777.57959,-51427.7188,52341.7969
82500,1462500,-5773.59521,-51525.6836,52466.457
82800,1467000,-5776.344239999999,-51381.75,52341.0938
83100,1471500,-5778.6611299999995,-51261.4219,52136.5078
83400,1476000,-5778.4223600000005,-51304.5,52244.832
83700,1480500,-5779.50244,-51212.3242,52011.5508
84000,1485000,-5777.5463899999995,-51358.125,52269.6602
84300,1489500,-5775.53027,-51383.082,52317.8867
84600,1494000,-5775.11328,-51562.2227,52429.1406
84900,1498500,-5772.57031,-51603.9688,52498.0938
85200,1503000,-5774.0376,-51789.9609,52625.7266
85500,1507500,-5772.603029999999,-51767.7305,52600.3438
85800,1512000,-5775.41064,-51478.8711,52472.1328
86100,1516500,-5775.68945,-51481.9023,52462.7266
86400,1521000,-5773.82324,-51576.3398,52512.3203
86700,1525500,-5775.03906,-51590.1133,52482.6992
87000,1530000,-5776.25098,-51542.3633,52365.8945
87300,1534500,-5779.98047,-51273.0469,52166.4414
87600,1539000,-5777.947270000001,-51426.9883,52294.6406
87900,1543500,-5774.7026399999995,-51600.7773,52393.4883
88200,1548000,-5774.12842,-51547.0781,52476.3203
88500,1552500,-5775.2251,-51634.7383,52527.7344
88800,1557000,-5777.031739999999,-51381.9023,52320.1719
89100,1561500,-5776.20605,-51443.1328,52329.418
89400,1566000,-5775.569820000001,-51353.5469,52382.8477
89700,1570500,-5779.0791,-51182.9336,52137.1094
90000,1575000,-5772.48242,-51444.5781,52489.875
90300,1579500,-5776.8042,-51127.9492,52125.9922
90600,1584000,-5778.33057,-51199.8867,52078.3828
90900,1588500,-5777.25146,-51268.5703,52237.8242
91200,1593000,-5778.26318,-51177.8711,52102.0234
91500,1597500,-5779.694820000001,-51236.6875,52112.9414
91800,1602000,-5774.16309,-51523.0352,52504.2148
92100,1606500,-5776.750489999999,-51566.0,52389.457
92400,1611000,-5780.49805,-51250.5195,52080.8125
92700,1615500,-5782.70068,-51046.3242,51966.8125
93000,1620000,-5782.12402,-51110.1914,51944.7383
93300,1624500,-5780.49121,-51225.3945,52081.7891
93600,1629000,-5780.79395,-51000.2734,51966.0039
93900,1633500,-5780.87061,-51118.3672,51959.2773
94200,1638000,-5780.90771,-51116.9766,51901.4648
94500,1642500,-5776.64062,-51352.7891,52280.5586
94800,1647000,-5776.01318,-51423.1406,52333.4102
95100,1651500,-5777.71338,-51366.4258,52205.1719
95400,1656000,-5779.38574,-51213.1445,52093.4609
95700,1660500,-5775.44971,-51463.5547,52404.0703
96000,1665000,-5774.83545,-51471.0742,52370.3672
96300,1669500,-5773.03027,-51522.0312,52510.0703
96600,1674000,-5775.37744,-51421.4844,52322.207
96900,1678500,-5769.71191,-51810.5039,52763.5859
97200,1683000,-5770.5293,-51889.0625,52810.4688
97500,1687500,-5770.20703,-51671.5312,52760.3867
97800,1692000,-5774.40088,-51741.168,52564.3203
98100,1696500,-5773.593260000001,-51451.8555,52380.1523
98400,1701000,-5775.273929999999,-51590.3242,52547.2031
98700,1705500,-5777.030760000001,-51260.6875,52227.5195
99000,1710000,-5777.49609,-51503.4141,52384.6484
99300,1714500,-5775.77344,-51476.7109,52361.5977
99600,1719000,-5779.37305,-51134.3711,52035.3359
99900,1723500,-5772.78418,-51482.7266,52394.6719
100200,1728000,-5774.05859,-51581.9766,52415.5938
100500,1732500,-5774.125489999999,-51466.9297,52473.5234
100800,1737000,-5774.36084,-51407.1758,52391.3984
101100,1741500,-5774.05908,-51526.168,52504.1914
101400,1746000,-5774.0473600000005,-51434.4883,52339.0391
101700,1750500,-5782.56641,-51014.6641,51893.8047
102000,1755000,-5776.54395,-51413.1758,52252.375
102300,1759500,-5777.74707,-51245.2383,52152.0312
102600,1764000,-5776.32275,-51388.8242,52301.4805
102900,1768500,-5776.13721,-51329.9297,52276.9648
103200,1773000,-5776.05566,-51690.6211,52431.9023
103500,1777500,-5775.92676,-51328.1055,52327.8477
103800,1782000,-5777.51172,-51343.125,52224.582
104100,1786500,-5776.02002,-51310.6445,52272.3555
104400,1791000,-5775.3276399999995,-51422.2617,52291.75
104700,1795500,-5779.1333,-51073.9688,51979.6406
105000,1800000,-5779.30029,-51096.8516,52045.2266
105300,1804500,-5776.45752,-51446.4102,52228.6758
105600,1809000,-5772.98633,-51584.1094,52565.3945
105900,1813500,-5772.312989999999,-51654.3008,52546.8906
106200,1818000,-5773.867679999999,-51595.8594,52503.0117
106500,1822500,-5771.312989999999,-51666.2656,52646.3242
106800,1827000,-5770.8501,-51549.1484,52573.457
107100,1831500,-5771.82031,-51636.5352,52575.8516
107400,1836000,-5774.99121,-51394.5273,52350.4648
107700,1840500,-5775.4111299999995,-51485.0391,52345.7383
108000,1845000,-5776.071779999999,-51313.6172,52273.418
108300,1849500,-5774.29932,-51548.5508,52453.8828
108600,1854000,-5775.84131,-51497.3125,52386.8164
108900,1858500,-5776.48779,-51456.6094,52315.75
109200,1863000,-5778.70605,-51295.2031,52149.1016
109500,1867500,-5777.38867,-51277.0547,52179.2891
109800,1872000,-5776.26807,-51362.9453,52299.4375
110100,1876500,-5774.81543,-51480.9297,52392.3633
110400,1881000,-5778.52881,-51281.7656,52125.7734
110700,1885500,-5777.36328,-51338.3711,52274.8086
111000,1890000,-5777.8833,-51348.2852,52195.6328
111300,1894500,-5775.25684,-51428.5781,52400.8242
111600,1899000,-5774.53955,-51377.9375,52338.0234
111900,1903500,-5777.67432,-51156.5352,52047.2656
112200,1908000,-5774.36182,-51379.7422,52280.3008
112500,1912500,-5772.17529,-51554.4844,52480.8906
112800,1917000,-5773.35742,-51517.5781,52480.6172
113100,1921500,-5772.58545,-51597.9258,52496.8398
113400,1926000,-5772.28418,-51538.3438,52462.7539
113700,1930500,-5777.84766,-51250.7266,52136.2617
114000,1935000,-5777.98438,-51254.5508,52168.125
114300,1939500,-5774.82959,-51424.8047,52346.625
114600,1944000,-5774.46045,-51395.8867,52352.7969
114900,1948500,-5777.70068,-51317.7734,52177.2852
115200,1953000,-5774.41211,-51410.3516,52364.7305
115500,1957500,-5776.08057,-51289.8555,52313.9375
115800,1962000,-5774.32471,-51444.1055,52407.625
116100,1966500,-5777.83496,-51255.6758,52186.5781
116400,1971000,-5773.8076200000005,-51596.3047,52510.8047
116700,1975500,-5770.8286100000005,-51776.0156,52656.8008
117000,1980000,-5772.62354,-51607.9883,52548.9844
117300,1984500,-5775.43604,-51353.5352,52255.9883
117600,1989000,-5777.47461,-51287.1289,52205.2578
117900,1993500,-5778.55469,-51244.8438,52094.0859
118200,1998000,-5776.56494,-51320.6602,52193.5664
118500,2002500,-5777.384279999999,-51340.8867,52285.7383
118800,2007000,-5775.40869,-51319.5156,52227.9102
119100,2011500,-5776.50684,-51401.5234,52263.9531
119400,2016000,-5777.469239999999,-51282.7031,52183.1641
119700,2020500,-5773.4526399999995,-51527.5195,52509.668
120000,2025000,-5774.10449,-51631.5352,52473.3633
120300,2029500,-5772.36133,-51647.5156,52457.625
120600,2034000,-5778.14404,-51424.2109,52248.2148
120900,2038500,-5771.64307,-51684.1367,52609.2188
121200,2043000,-5775.21973,-51484.0156,52440.0273
121500,2047500,-5774.72656,-51437.2578,52390.0898
121800,2052000,-5774.9585,-51475.5391,52354.9883
122100,2056500,-5777.3701200000005,-51387.9102,52304.9297
122400,2061000,-5773.634770000001,-51472.1719,52416.1016
122700,2065500,-5775.58594,-51399.625,52290.5586
123000,2070000,-5777.23633,-51341.9727,52264.2422
123300,2074500,-5778.44141,-51338.5898,52246.3594
123600,2079000,-5781.52588,-51059.3438,51919.1875
123900,2083500,-5777.95117,-51309.668,52198.9062
124200,2088000,-5777.12891,-51322.8906,52328.2891
124500,2092500,-5773.98438,-51557.3203,52398.2852
124800,2097000,-5775.81396,-51538.4219,52391.5586
125100,2101500,-5775.3667,-51375.5781,52348.7148
125400,2106000,-5778.86621,-51122.1719,52114.0234
125700,2110500,-5780.83203,-51094.9688,52028.8125
126000,2115000,-5779.39795,-51134.9141,52092.0508
126300,2119500,-5778.51221,-51307.0586,52145.6133
126600,2124000,-5778.69336,-51216.207,52204.9922
126900,2128500,-5780.03418,-51097.9375,52028.5898
127200,2133000,-5777.0083,-51333.9141,52300.7656
127500,2137500,-5774.29443,-51571.8398,52442.7266
127800,2142000,-5777.23779,-51405.4492,52335.6016
128100,2146500,-5774.40381,-51505.6484,52438.0391
128400,2151000,-5778.4165,-51329.0664,52196.3398
128700,2155500,-5775.27295,-51652.832,52458.6523
129000,2160000,-5773.97559,-51560.3164,52464.5547
129300,2164500,-5778.47656,-51307.0508,52176.6484
129600,2169000,-5780.03125,-51208.6875,52025.2695
129900,2173500,-5779.92334,-51168.4766,52035.168
130200,2178000,-5776.36328,-51295.7148,52294.5547
130500,2182500,-5775.50293,-51419.0898,52345.6289
130800,2187000,-5771.11182,-51714.0898,52623.5078
131100,2191500,-5772.92334,-51676.2266,52568.4453
131400,2196000,-5775.01465,-51394.5938,52279.0039
131700,2200500,-5773.48096,-51547.7188,52492.5859
132000,2205000,-5778.62598,-51289.625,52116.8398
132300,2209500,-5779.5,-51106.8438,51902.3906
132600,2214000,-5783.52051,-51039.0508,51884.2383
132900,2218500,-5778.03662,-51235.4961,52188.3438
133200,2223000,-5778.31543,-51106.7656,52092.0078
133500,2227500,-5776.447270000001,-51335.6602,52277.082
133800,2232000,-5775.91748,-51497.4297,52336.5703
134100,2236500,-5776.54883,-51334.4453,52184.1406
134400,2241000,-5777.16504,-51223.8594,52141.8125
134700,2245500,-5775.603029999999,-51517.5273,52497.6797
135000,2250000,-5773.58252,-51687.6445,52495.3164
135300,2254500,-5775.0083,-51533.5625,52389.5117
135600,2259000,-5772.94092,-51569.7539,52525.3906
135900,2263500,-5775.8798799999995,-51451.2695,52360.625
136200,2268000,-5776.52344,-51411.4922,52265.1914
136500,2272500,-5774.57422,-51471.5742,52317.7344
136800,2277000,-5780.67578,-51247.125,52063.7734
137100,2281500,-5780.27588,-51149.0508,52034.6172
137400,2286000,-5777.76709,-51315.8633,52143.2266
137700,2290500,-5775.94336,-51308.0898,52258.3633
138000,2295000,-5774.36182,-51558.1836,52499.9102
138300,2299500,-5774.18555,-51442.3789,52467.1758
138600,2304000,-5771.49414,-51452.5195,52532.6406
138900,2308500,-5774.75586,-51390.3555,52306.9297
139200,2313000,-5772.94092,-51623.6719,52502.1523
139500,2317500,-5769.48682,-51658.8516,52631.5469
139800,2322000,-5771.76904,-51728.375,52616.0977
140100,2326500,-5775.4951200000005,-51433.1406,52336.9844
140400,2331000,-5776.1543,-51280.5039,52231.8594
140700,2335500,-5777.80664,-51331.4141,52193.4922
