,T,f,df,KEt,dKEt,KEr,dKEr,Kt_eq,dKt_eq,Kr_eq,dKr_eq
0,298.0,0.0,0.0,801.2999450399299,0.0759978447511258,802.071527783634,0.07636539536327501,801.2415891722827,0.03160735770816522,802.1298836170414,0.03164239912469312
1,298.0,0.0,0.0,801.1575470858465,0.07417929619069413,802.1433888310072,0.0779567337819972,801.2063402717959,0.031580747424505166,802.0945956379508,0.03161575933960995
2,298.0,0.0,0.0,801.3519961076162,0.074558931845093,801.9161314583419,0.07972580664359592,801.1899452283548,0.030954573363459675,802.0781824181863,0.03098889107228828
3,298.0,0.0,0.0,801.8232587289208,0.07420503113039746,801.60860702554,0.08157087883232823,801.2717688885119,0.03117649734274853,802.1600967919359,0.031211061087030877
4,298.0,0.0,0.0,802.7870568697039,0.07242696402333544,800.5237126221945,0.07944500371073403,801.2112544243919,0.032688618638066796,802.0995152386095,0.03272485879176754
5,298.0,0.0,0.0,804.5307092712424,0.07118149932314914,798.8271083873086,0.07323930788014688,801.2347654066997,0.0293084690849893,802.1230522863082,0.029340961844507036
6,298.0,0.0,0.0,807.1176975955707,0.06886114103492606,796.2364767143738,0.07220718438179524,801.232944736642,0.02927263689416679,802.1212295977697,0.02930508992841751
